acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.00876,https://api.spotify.com/v1/audio-analysis/6o0gJtOgimGamRBTS80H5g,0.811,224125,0.688,6o0gJtOgimGamRBTS80H5g,0.29,10,0.0894,-6.911,1,0.0747,128.975,4,https://api.spotify.com/v1/tracks/6o0gJtOgimGamRBTS80H5g,audio_features,spotify:track:6o0gJtOgimGamRBTS80H5g,0.548
0.0744,https://api.spotify.com/v1/audio-analysis/0WNfQxDGaPTl0yogcMR5v1,0.839,209811,0.813,0WNfQxDGaPTl0yogcMR5v1,0.0,0,0.116,-3.979,1,0.36,79.816,4,https://api.spotify.com/v1/tracks/0WNfQxDGaPTl0yogcMR5v1,audio_features,spotify:track:0WNfQxDGaPTl0yogcMR5v1,0.711
0.222,https://api.spotify.com/v1/audio-analysis/1m69ELEgE6k5ZWsap40ozt,0.739,188080,0.821,1m69ELEgE6k5ZWsap40ozt,9.6e-06,1,0.311,-4.233,1,0.0852,171.077,4,https://api.spotify.com/v1/tracks/1m69ELEgE6k5ZWsap40ozt,audio_features,spotify:track:1m69ELEgE6k5ZWsap40ozt,0.693
0.0996,https://api.spotify.com/v1/audio-analysis/40x5K8xyIWVmSeUrYjj0os,0.432,268465,0.724,40x5K8xyIWVmSeUrYjj0os,0.0,5,0.0931,-6.328,0,0.0361,173.973,4,https://api.spotify.com/v1/tracks/40x5K8xyIWVmSeUrYjj0os,audio_features,spotify:track:40x5K8xyIWVmSeUrYjj0os,0.679
0.449,https://api.spotify.com/v1/audio-analysis/53PpijFATt35Zxfl6LTxoK,0.743,166775,0.865,53PpijFATt35Zxfl6LTxoK,3.05e-06,6,0.297,-3.897,1,0.0315,129.999,4,https://api.spotify.com/v1/tracks/53PpijFATt35Zxfl6LTxoK,audio_features,spotify:track:53PpijFATt35Zxfl6LTxoK,0.794
0.252,https://api.spotify.com/v1/audio-analysis/4ebGjbay0OmsBNUwo0M6u6,0.828,172280,0.791,4ebGjbay0OmsBNUwo0M6u6,0.0,9,0.207,-5.76,1,0.135,107.903,4,https://api.spotify.com/v1/tracks/4ebGjbay0OmsBNUwo0M6u6,audio_features,spotify:track:4ebGjbay0OmsBNUwo0M6u6,0.452
0.0414,https://api.spotify.com/v1/audio-analysis/3oDkdAySo1VQQG0ptV7uwa,0.665,175755,0.651,3oDkdAySo1VQQG0ptV7uwa,0.0,1,0.0896,-5.515,1,0.156,163.935,4,https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa,audio_features,spotify:track:3oDkdAySo1VQQG0ptV7uwa,0.237
0.132,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,0.823,142657,0.638,4vVjPTApwXZwB2H3mBq3ml,0.0,11,0.228,-4.377,1,0.156,127.984,4,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,audio_features,spotify:track:4vVjPTApwXZwB2H3mBq3ml,0.155
0.204,https://api.spotify.com/v1/audio-analysis/1ErMeReQpwGuroEk5zekr3,0.749,173400,0.879,1ErMeReQpwGuroEk5zekr3,3.09e-05,8,0.808,-3.588,1,0.0816,100.039,4,https://api.spotify.com/v1/tracks/1ErMeReQpwGuroEk5zekr3,audio_features,spotify:track:1ErMeReQpwGuroEk5zekr3,0.847
0.107,https://api.spotify.com/v1/audio-analysis/36oMtRMKAMMJcXgU6Aurg7,0.683,163862,0.793,36oMtRMKAMMJcXgU6Aurg7,9.98e-06,1,0.107,-6.872,1,0.0339,145.003,4,https://api.spotify.com/v1/tracks/36oMtRMKAMMJcXgU6Aurg7,audio_features,spotify:track:36oMtRMKAMMJcXgU6Aurg7,0.643
0.279,https://api.spotify.com/v1/audio-analysis/4F0mczrE0zirUF2Q3BC0Qv,0.503,182857,0.704,4F0mczrE0zirUF2Q3BC0Qv,0.0,8,0.103,-3.215,0,0.0447,126.312,4,https://api.spotify.com/v1/tracks/4F0mczrE0zirUF2Q3BC0Qv,audio_features,spotify:track:4F0mczrE0zirUF2Q3BC0Qv,0.315
0.342,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,0.703,114893,0.594,6fTt0CH2t0mdeB2N9XFG5r,0.0,5,0.123,-6.146,0,0.0752,153.848,4,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,audio_features,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,0.475
0.124,https://api.spotify.com/v1/audio-analysis/200x8ONbPfFzByUr3fVz46,0.607,206107,0.912,200x8ONbPfFzByUr3fVz46,0.0,8,0.332,-3.449,1,0.0611,134.944,4,https://api.spotify.com/v1/tracks/200x8ONbPfFzByUr3fVz46,audio_features,spotify:track:200x8ONbPfFzByUr3fVz46,0.722
0.73,https://api.spotify.com/v1/audio-analysis/7wAkQFShJ27V8362MqevQr,0.423,262975,0.533,7wAkQFShJ27V8362MqevQr,0.00264,9,0.0816,-11.388,1,0.322,160.218,4,https://api.spotify.com/v1/tracks/7wAkQFShJ27V8362MqevQr,audio_features,spotify:track:7wAkQFShJ27V8362MqevQr,0.248
0.297,https://api.spotify.com/v1/audio-analysis/6P4d1NWBCNIYZjzF9k1mVN,0.562,178147,0.643,6P4d1NWBCNIYZjzF9k1mVN,0.0,9,0.0848,-5.025,1,0.141,166.814,4,https://api.spotify.com/v1/tracks/6P4d1NWBCNIYZjzF9k1mVN,audio_features,spotify:track:6P4d1NWBCNIYZjzF9k1mVN,0.672
0.00177,https://api.spotify.com/v1/audio-analysis/3IX0yuEVvDbnqUwMBB3ouC,0.631,184784,0.881,3IX0yuEVvDbnqUwMBB3ouC,4.5e-06,9,0.0639,-3.545,1,0.0995,129.981,4,https://api.spotify.com/v1/tracks/3IX0yuEVvDbnqUwMBB3ouC,audio_features,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,0.808
0.511,https://api.spotify.com/v1/audio-analysis/1beTDCe7sT7fzm8WIKXicz,0.717,189413,0.708,1beTDCe7sT7fzm8WIKXicz,0.00101,11,0.106,-4.395,1,0.19,180.001,4,https://api.spotify.com/v1/tracks/1beTDCe7sT7fzm8WIKXicz,audio_features,spotify:track:1beTDCe7sT7fzm8WIKXicz,0.518
0.765,https://api.spotify.com/v1/audio-analysis/2tGvwE8GcFKwNdAXMnlbfl,0.395,175933,0.443,2tGvwE8GcFKwNdAXMnlbfl,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,audio_features,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,0.338
0.178,https://api.spotify.com/v1/audio-analysis/51Fjme0JiitpyXKuyQiCDo,0.843,160627,0.39,51Fjme0JiitpyXKuyQiCDo,0.0,2,0.137,-7.899,1,0.0846,129.972,4,https://api.spotify.com/v1/tracks/51Fjme0JiitpyXKuyQiCDo,audio_features,spotify:track:51Fjme0JiitpyXKuyQiCDo,0.495
0.114,https://api.spotify.com/v1/audio-analysis/1ja4311zfLHqUL96poSXfP,0.628,208115,0.497,1ja4311zfLHqUL96poSXfP,0.0,2,0.112,-5.794,1,0.0271,114.704,5,https://api.spotify.com/v1/tracks/1ja4311zfLHqUL96poSXfP,audio_features,spotify:track:1ja4311zfLHqUL96poSXfP,0.157
0.163,https://api.spotify.com/v1/audio-analysis/2xBibqkmXJ4NQCe8lJeZco,0.642,219160,0.958,2xBibqkmXJ4NQCe8lJeZco,4.24e-06,2,0.408,-4.048,1,0.0464,159.949,4,https://api.spotify.com/v1/tracks/2xBibqkmXJ4NQCe8lJeZco,audio_features,spotify:track:2xBibqkmXJ4NQCe8lJeZco,0.757
0.299,https://api.spotify.com/v1/audio-analysis/4UldILPVpnZO69ffK4B9aA,0.889,149077,0.742,4UldILPVpnZO69ffK4B9aA,0.000568,4,0.066,-3.495,0,0.358,130.089,4,https://api.spotify.com/v1/tracks/4UldILPVpnZO69ffK4B9aA,audio_features,spotify:track:4UldILPVpnZO69ffK4B9aA,0.479
0.00659,https://api.spotify.com/v1/audio-analysis/3dGLEQM2mDkHwtA37F4bPx,0.833,66062,0.654,3dGLEQM2mDkHwtA37F4bPx,0.828,0,0.0929,-6.283,0,0.0332,120.001,4,https://api.spotify.com/v1/tracks/3dGLEQM2mDkHwtA37F4bPx,audio_features,spotify:track:3dGLEQM2mDkHwtA37F4bPx,0.856
0.069,https://api.spotify.com/v1/audio-analysis/4ChomJf8z16E6Zw4EoioYY,0.729,202414,0.777,4ChomJf8z16E6Zw4EoioYY,0.00162,1,0.112,-3.991,1,0.0431,121.016,4,https://api.spotify.com/v1/tracks/4ChomJf8z16E6Zw4EoioYY,audio_features,spotify:track:4ChomJf8z16E6Zw4EoioYY,0.744
0.902,https://api.spotify.com/v1/audio-analysis/4aWIEDu1UdHuFLHHL10JVk,0.929,125074,0.203,4aWIEDu1UdHuFLHHL10JVk,0.803,7,0.11,-18.004,1,0.145,144.059,4,https://api.spotify.com/v1/tracks/4aWIEDu1UdHuFLHHL10JVk,audio_features,spotify:track:4aWIEDu1UdHuFLHHL10JVk,0.909
0.497,https://api.spotify.com/v1/audio-analysis/1UP7PXne1lIYZB5G5aiRGL,0.533,208521,0.355,1UP7PXne1lIYZB5G5aiRGL,0.0,8,0.174,-6.132,1,0.0289,137.986,4,https://api.spotify.com/v1/tracks/1UP7PXne1lIYZB5G5aiRGL,audio_features,spotify:track:1UP7PXne1lIYZB5G5aiRGL,0.256
0.037,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,0.791,214847,0.862,7ef4DlsgrMEH11cDZd32M6,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,audio_features,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.592
0.028,https://api.spotify.com/v1/audio-analysis/4QTlxavdQGUVitxAvQqqkU,0.93,119016,0.682,4QTlxavdQGUVitxAvQqqkU,0.0,9,0.129,-8.799,1,0.331,126.003,4,https://api.spotify.com/v1/tracks/4QTlxavdQGUVitxAvQqqkU,audio_features,spotify:track:4QTlxavdQGUVitxAvQqqkU,0.962
0.189,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,0.769,159715,0.787,6Ozh9Ok6h4Oi1wUSLtBseN,0.0,11,0.129,-3.909,1,0.367,126.77,4,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,audio_features,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,0.836
0.682,https://api.spotify.com/v1/audio-analysis/0TL0LFcwIBF5eX7arDIKxY,0.527,217895,0.376,0TL0LFcwIBF5eX7arDIKxY,0.0,5,0.142,-9.974,1,0.0298,151.928,4,https://api.spotify.com/v1/tracks/0TL0LFcwIBF5eX7arDIKxY,audio_features,spotify:track:0TL0LFcwIBF5eX7arDIKxY,0.24
0.0679,https://api.spotify.com/v1/audio-analysis/0TDLuuLlV54CkRRUOahJb4,0.604,245040,0.787,0TDLuuLlV54CkRRUOahJb4,0.15,0,0.127,-3.674,0,0.103,126.062,4,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,audio_features,spotify:track:0TDLuuLlV54CkRRUOahJb4,0.301
0.909,https://api.spotify.com/v1/audio-analysis/4VsP4Dm8gsibRxB5I2hEkw,0.577,173638,0.379,4VsP4Dm8gsibRxB5I2hEkw,0.000586,11,0.0986,-13.235,1,0.0374,139.585,3,https://api.spotify.com/v1/tracks/4VsP4Dm8gsibRxB5I2hEkw,audio_features,spotify:track:4VsP4Dm8gsibRxB5I2hEkw,0.26
0.0858,https://api.spotify.com/v1/audio-analysis/2iIBpwP4FyQ95xgVail3yr,0.765,203636,0.66,2iIBpwP4FyQ95xgVail3yr,3.35e-05,11,0.151,-5.059,0,0.0822,132.048,4,https://api.spotify.com/v1/tracks/2iIBpwP4FyQ95xgVail3yr,audio_features,spotify:track:2iIBpwP4FyQ95xgVail3yr,0.577
0.827,https://api.spotify.com/v1/audio-analysis/1J14CdDAvBTE1AJYUOwl6C,0.453,185147,0.35,1J14CdDAvBTE1AJYUOwl6C,0.00122,9,0.144,-11.639,0,0.0425,72.017,3,https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C,audio_features,spotify:track:1J14CdDAvBTE1AJYUOwl6C,0.279
0.254,https://api.spotify.com/v1/audio-analysis/6Bcy1jJFcIAuAzJMtfpImi,0.62,216317,0.565,6Bcy1jJFcIAuAzJMtfpImi,0.0,9,0.193,-7.303,1,0.0304,171.024,4,https://api.spotify.com/v1/tracks/6Bcy1jJFcIAuAzJMtfpImi,audio_features,spotify:track:6Bcy1jJFcIAuAzJMtfpImi,0.73
0.041,https://api.spotify.com/v1/audio-analysis/4slBllHFZYlpg3IjeX5CBl,0.733,212496,0.87,4slBllHFZYlpg3IjeX5CBl,0.00109,4,0.396,-4.345,0,0.0651,122.022,4,https://api.spotify.com/v1/tracks/4slBllHFZYlpg3IjeX5CBl,audio_features,spotify:track:4slBllHFZYlpg3IjeX5CBl,0.332
0.0531,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,0.763,190557,0.628,2cYqizR4lgvp4Qu6IQ3qGN,0.0,11,0.114,-5.85,1,0.05,140.958,4,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,audio_features,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,0.193
0.314,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,0.661,212120,0.714,52okn5MNA47tk87PeZJLEL,0.0,5,0.179,-5.68,0,0.121,147.998,4,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,audio_features,spotify:track:52okn5MNA47tk87PeZJLEL,0.464
0.122,https://api.spotify.com/v1/audio-analysis/3JhgPs7rbmzLBWRvHlel8U,0.607,147629,0.755,3JhgPs7rbmzLBWRvHlel8U,0.0,5,0.144,-6.069,0,0.0468,123.994,3,https://api.spotify.com/v1/tracks/3JhgPs7rbmzLBWRvHlel8U,audio_features,spotify:track:3JhgPs7rbmzLBWRvHlel8U,0.664
0.021,https://api.spotify.com/v1/audio-analysis/0SqqAgdovOE24BzxIClpjw,0.86,172127,0.758,0SqqAgdovOE24BzxIClpjw,6.54e-05,11,0.344,-5.16,1,0.0695,97.014,4,https://api.spotify.com/v1/tracks/0SqqAgdovOE24BzxIClpjw,audio_features,spotify:track:0SqqAgdovOE24BzxIClpjw,0.453
0.108,https://api.spotify.com/v1/audio-analysis/56v8WEnGzLByGsDAXDiv4d,0.812,151373,0.749,56v8WEnGzLByGsDAXDiv4d,0.0,10,0.0599,-6.389,0,0.0397,134.971,4,https://api.spotify.com/v1/tracks/56v8WEnGzLByGsDAXDiv4d,audio_features,spotify:track:56v8WEnGzLByGsDAXDiv4d,0.841
0.0589,https://api.spotify.com/v1/audio-analysis/7EF0R9lnsb7S81Q7xt5JzO,0.795,176143,0.682,7EF0R9lnsb7S81Q7xt5JzO,0.000701,10,0.103,-5.544,0,0.375,179.88,4,https://api.spotify.com/v1/tracks/7EF0R9lnsb7S81Q7xt5JzO,audio_features,spotify:track:7EF0R9lnsb7S81Q7xt5JzO,0.712
0.0332,https://api.spotify.com/v1/audio-analysis/59qrUpoplZxbIZxk6X0Bm3,0.789,190306,0.711,59qrUpoplZxbIZxk6X0Bm3,0.0,2,0.0876,-4.248,1,0.041,112.985,4,https://api.spotify.com/v1/tracks/59qrUpoplZxbIZxk6X0Bm3,audio_features,spotify:track:59qrUpoplZxbIZxk6X0Bm3,0.753
0.115,https://api.spotify.com/v1/audio-analysis/36FTXlmbiV2diZdZukzLDm,0.781,228253,0.786,36FTXlmbiV2diZdZukzLDm,5.88e-06,6,0.107,-5.211,0,0.0885,111.989,4,https://api.spotify.com/v1/tracks/36FTXlmbiV2diZdZukzLDm,audio_features,spotify:track:36FTXlmbiV2diZdZukzLDm,0.759
0.705,https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy,0.551,196493,0.537,5qrSlOut2rNAWv3ubArkNy,0.0,11,0.0802,-7.595,1,0.034,126.421,4,https://api.spotify.com/v1/tracks/5qrSlOut2rNAWv3ubArkNy,audio_features,spotify:track:5qrSlOut2rNAWv3ubArkNy,0.493
0.0156,https://api.spotify.com/v1/audio-analysis/6GKGoi0FHzldk1ZRQoV1fv,0.68,189375,0.895,6GKGoi0FHzldk1ZRQoV1fv,0.000374,2,0.145,-7.144,1,0.0378,93.037,4,https://api.spotify.com/v1/tracks/6GKGoi0FHzldk1ZRQoV1fv,audio_features,spotify:track:6GKGoi0FHzldk1ZRQoV1fv,0.824
0.00263,https://api.spotify.com/v1/audio-analysis/3zbeIDDhJ1kwJ01GkM3Egb,0.587,187041,0.804,3zbeIDDhJ1kwJ01GkM3Egb,0.0,6,0.0724,-5.594,1,0.0436,124.063,4,https://api.spotify.com/v1/tracks/3zbeIDDhJ1kwJ01GkM3Egb,audio_features,spotify:track:3zbeIDDhJ1kwJ01GkM3Egb,0.389
0.0582,https://api.spotify.com/v1/audio-analysis/7fZBQnc0zXwVybgCIrQQil,0.845,151475,0.797,7fZBQnc0zXwVybgCIrQQil,5.57e-06,1,0.167,-4.984,1,0.139,121.985,4,https://api.spotify.com/v1/tracks/7fZBQnc0zXwVybgCIrQQil,audio_features,spotify:track:7fZBQnc0zXwVybgCIrQQil,0.422
0.156,https://api.spotify.com/v1/audio-analysis/40EXFgNMOIQRQOwJZ8mJkC,0.732,208917,0.736,40EXFgNMOIQRQOwJZ8mJkC,0.0,11,0.124,-4.607,0,0.323,76.656,5,https://api.spotify.com/v1/tracks/40EXFgNMOIQRQOwJZ8mJkC,audio_features,spotify:track:40EXFgNMOIQRQOwJZ8mJkC,0.87
0.0879,https://api.spotify.com/v1/audio-analysis/3gmn76fCtpDazGMnN0QMHX,0.924,210600,0.563,3gmn76fCtpDazGMnN0QMHX,0.0,7,0.103,-7.899,0,0.0802,117.06,4,https://api.spotify.com/v1/tracks/3gmn76fCtpDazGMnN0QMHX,audio_features,spotify:track:3gmn76fCtpDazGMnN0QMHX,0.872
0.201,https://api.spotify.com/v1/audio-analysis/0Rb3Zf4wemUX45NNoo5H0L,0.693,136941,0.602,0Rb3Zf4wemUX45NNoo5H0L,0.0,10,0.205,-5.666,1,0.0475,170.003,4,https://api.spotify.com/v1/tracks/0Rb3Zf4wemUX45NNoo5H0L,audio_features,spotify:track:0Rb3Zf4wemUX45NNoo5H0L,0.695
0.201,https://api.spotify.com/v1/audio-analysis/4UyVCLbNG8yhrqbzeSmdho,0.816,196364,0.874,4UyVCLbNG8yhrqbzeSmdho,0.0,11,0.209,-4.822,1,0.0308,131.967,4,https://api.spotify.com/v1/tracks/4UyVCLbNG8yhrqbzeSmdho,audio_features,spotify:track:4UyVCLbNG8yhrqbzeSmdho,0.5
0.225,https://api.spotify.com/v1/audio-analysis/1shXlPPEDgeI6MId7wSZph,0.485,281440,0.696,1shXlPPEDgeI6MId7wSZph,0.00257,1,0.151,-8.471,1,0.262,176.95,3,https://api.spotify.com/v1/tracks/1shXlPPEDgeI6MId7wSZph,audio_features,spotify:track:1shXlPPEDgeI6MId7wSZph,0.6
0.0228,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,0.41,184448,0.611,58HvfVOeJY7lUuCqF0m3ly,0.0,4,0.116,-8.271,0,0.0467,185.727,3,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,audio_features,spotify:track:58HvfVOeJY7lUuCqF0m3ly,0.0899
0.159,https://api.spotify.com/v1/audio-analysis/4MXqpnu9lAqqkjSHVlBVoZ,0.555,216195,0.865,4MXqpnu9lAqqkjSHVlBVoZ,0.0,7,0.167,-3.538,1,0.0331,141.078,4,https://api.spotify.com/v1/tracks/4MXqpnu9lAqqkjSHVlBVoZ,audio_features,spotify:track:4MXqpnu9lAqqkjSHVlBVoZ,0.841
0.207,https://api.spotify.com/v1/audio-analysis/0G2zPzWqVjR68iNPmx2TBe,0.659,273474,0.688,0G2zPzWqVjR68iNPmx2TBe,0.0,6,0.113,-4.649,1,0.0673,153.979,4,https://api.spotify.com/v1/tracks/0G2zPzWqVjR68iNPmx2TBe,audio_features,spotify:track:0G2zPzWqVjR68iNPmx2TBe,0.632
0.0027,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,0.553,234000,0.659,0VO8gYVDSwM1Qdd2GsMoYK,0.0,8,0.105,-7.295,1,0.0391,120.146,4,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,audio_features,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,0.105
0.182,https://api.spotify.com/v1/audio-analysis/7kp6XhIxrvNb8BgTwLjaEx,0.818,188333,0.723,7kp6XhIxrvNb8BgTwLjaEx,0.0,10,0.217,-5.037,0,0.0873,95.055,4,https://api.spotify.com/v1/tracks/7kp6XhIxrvNb8BgTwLjaEx,audio_features,spotify:track:7kp6XhIxrvNb8BgTwLjaEx,0.55
0.834,https://api.spotify.com/v1/audio-analysis/56xHMIfQPoe0prrSi3BGhf,0.409,205484,0.347,56xHMIfQPoe0prrSi3BGhf,4.55e-06,11,0.121,-8.159,0,0.0359,141.332,4,https://api.spotify.com/v1/tracks/56xHMIfQPoe0prrSi3BGhf,audio_features,spotify:track:56xHMIfQPoe0prrSi3BGhf,0.199
0.636,https://api.spotify.com/v1/audio-analysis/1dx7F1j3W2wlgyxwvkFksY,0.655,194582,0.669,1dx7F1j3W2wlgyxwvkFksY,0.0,6,0.245,-4.047,1,0.0275,139.975,4,https://api.spotify.com/v1/tracks/1dx7F1j3W2wlgyxwvkFksY,audio_features,spotify:track:1dx7F1j3W2wlgyxwvkFksY,0.436
0.176,https://api.spotify.com/v1/audio-analysis/1eZefeDb8uOsjvcbl1fJrG,0.84,180000,0.715,1eZefeDb8uOsjvcbl1fJrG,0.0,0,0.0935,-5.141,1,0.187,96.98,4,https://api.spotify.com/v1/tracks/1eZefeDb8uOsjvcbl1fJrG,audio_features,spotify:track:1eZefeDb8uOsjvcbl1fJrG,0.542
0.488,https://api.spotify.com/v1/audio-analysis/0EN0Wa50PlhZlX1QBxSRhe,0.427,320171,0.964,0EN0Wa50PlhZlX1QBxSRhe,0.0,5,0.773,-2.475,0,0.181,146.933,4,https://api.spotify.com/v1/tracks/0EN0Wa50PlhZlX1QBxSRhe,audio_features,spotify:track:0EN0Wa50PlhZlX1QBxSRhe,0.667
0.081,https://api.spotify.com/v1/audio-analysis/1B02UI29t3PTh3m98absaP,0.726,248182,0.805,1B02UI29t3PTh3m98absaP,0.00784,1,0.0318,-5.576,1,0.153,87.956,4,https://api.spotify.com/v1/tracks/1B02UI29t3PTh3m98absaP,audio_features,spotify:track:1B02UI29t3PTh3m98absaP,0.572
0.0482,https://api.spotify.com/v1/audio-analysis/1j6xOGusnyXq3l6IryKF3G,0.681,220117,0.788,1j6xOGusnyXq3l6IryKF3G,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,https://api.spotify.com/v1/tracks/1j6xOGusnyXq3l6IryKF3G,audio_features,spotify:track:1j6xOGusnyXq3l6IryKF3G,0.839
0.124,https://api.spotify.com/v1/audio-analysis/3JnaRKReO6TFGEdhggFWZG,0.768,176191,0.743,3JnaRKReO6TFGEdhggFWZG,0.0,9,0.309,-6.123,1,0.151,149.005,4,https://api.spotify.com/v1/tracks/3JnaRKReO6TFGEdhggFWZG,audio_features,spotify:track:3JnaRKReO6TFGEdhggFWZG,0.807
0.00124,https://api.spotify.com/v1/audio-analysis/6O20JhBJPePEkBdrB5sqRx,0.562,225147,0.709,6O20JhBJPePEkBdrB5sqRx,0.0,11,0.109,-4.92,0,0.0424,91.958,4,https://api.spotify.com/v1/tracks/6O20JhBJPePEkBdrB5sqRx,audio_features,spotify:track:6O20JhBJPePEkBdrB5sqRx,0.401
0.32,https://api.spotify.com/v1/audio-analysis/1UdzJEpgJxtuXAlCOvD4S0,0.453,159849,0.673,1UdzJEpgJxtuXAlCOvD4S0,0.0,8,0.131,-5.649,1,0.144,92.06,4,https://api.spotify.com/v1/tracks/1UdzJEpgJxtuXAlCOvD4S0,audio_features,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,0.266
0.918,https://api.spotify.com/v1/audio-analysis/1yffw2Yjq4DMsCyw7SeRKB,0.748,190427,0.101,1yffw2Yjq4DMsCyw7SeRKB,0.00105,7,0.108,-16.682,1,0.0513,140.162,3,https://api.spotify.com/v1/tracks/1yffw2Yjq4DMsCyw7SeRKB,audio_features,spotify:track:1yffw2Yjq4DMsCyw7SeRKB,0.314
0.0687,https://api.spotify.com/v1/audio-analysis/4PA1wK0leCjmRZlP5dQ8Lv,0.715,191321,0.642,4PA1wK0leCjmRZlP5dQ8Lv,0.0,10,0.0997,-7.492,0,0.0515,105.964,4,https://api.spotify.com/v1/tracks/4PA1wK0leCjmRZlP5dQ8Lv,audio_features,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,0.169
0.00624,https://api.spotify.com/v1/audio-analysis/1ckhUtD8nBH2ShPlU8w2nU,0.602,141335,0.676,1ckhUtD8nBH2ShPlU8w2nU,0.826,2,0.0635,-11.385,1,0.0527,160.021,4,https://api.spotify.com/v1/tracks/1ckhUtD8nBH2ShPlU8w2nU,audio_features,spotify:track:1ckhUtD8nBH2ShPlU8w2nU,0.716
0.504,https://api.spotify.com/v1/audio-analysis/1VHW51HXvM941UlH0ietcG,0.936,70618,0.799,1VHW51HXvM941UlH0ietcG,2.59e-06,9,0.0756,-4.883,0,0.226,130.009,4,https://api.spotify.com/v1/tracks/1VHW51HXvM941UlH0ietcG,audio_features,spotify:track:1VHW51HXvM941UlH0ietcG,0.469
0.815,https://api.spotify.com/v1/audio-analysis/7DpUoxGSdlDHfqCYj0otzU,0.521,298440,0.254,7DpUoxGSdlDHfqCYj0otzU,0.884,9,0.114,-14.409,0,0.0399,125.021,4,https://api.spotify.com/v1/tracks/7DpUoxGSdlDHfqCYj0otzU,audio_features,spotify:track:7DpUoxGSdlDHfqCYj0otzU,0.153
0.229,https://api.spotify.com/v1/audio-analysis/28GCbKgjlVD9eDmasGbe0T,0.714,180930,0.645,28GCbKgjlVD9eDmasGbe0T,0.00083,10,0.0942,-5.493,1,0.0514,85.046,4,https://api.spotify.com/v1/tracks/28GCbKgjlVD9eDmasGbe0T,audio_features,spotify:track:28GCbKgjlVD9eDmasGbe0T,0.434
0.0516,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.9,197573,0.4,6TqXcAFInzjp0bODyvrWEq,0.0,0,0.0599,-8.575,1,0.127,135.984,4,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346
0.607,https://api.spotify.com/v1/audio-analysis/1uF2sVVCJNWBGSQ2foMWkU,0.757,165635,0.642,1uF2sVVCJNWBGSQ2foMWkU,0.0355,2,0.169,-7.966,0,0.0369,130.098,3,https://api.spotify.com/v1/tracks/1uF2sVVCJNWBGSQ2foMWkU,audio_features,spotify:track:1uF2sVVCJNWBGSQ2foMWkU,0.759
0.234,https://api.spotify.com/v1/audio-analysis/6y6KaCid6AI0P5h8ozb0eZ,0.736,119872,0.68,6y6KaCid6AI0P5h8ozb0eZ,0.0,8,0.103,-4.093,0,0.0368,122.101,1,https://api.spotify.com/v1/tracks/6y6KaCid6AI0P5h8ozb0eZ,audio_features,spotify:track:6y6KaCid6AI0P5h8ozb0eZ,0.71
