acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.333,https://api.spotify.com/v1/audio-analysis/3TIC9LG3jhNjVxFai9xAnO,0.827,206064,0.923,3TIC9LG3jhNjVxFai9xAnO,0.0,1,0.247,-3.995,1,0.158,120.011,4,https://api.spotify.com/v1/tracks/3TIC9LG3jhNjVxFai9xAnO,audio_features,spotify:track:3TIC9LG3jhNjVxFai9xAnO,0.84
0.59,https://api.spotify.com/v1/audio-analysis/0E0DRHf5PfMeor0ZCwB3oT,0.777,244444,0.595,0E0DRHf5PfMeor0ZCwB3oT,0.00139,2,0.0669,-6.79,1,0.0375,108.02,4,https://api.spotify.com/v1/tracks/0E0DRHf5PfMeor0ZCwB3oT,audio_features,spotify:track:0E0DRHf5PfMeor0ZCwB3oT,0.546
0.12,https://api.spotify.com/v1/audio-analysis/7ocPasnG4deeUQ63c1fRGl,0.67,146000,0.71,7ocPasnG4deeUQ63c1fRGl,0.0,5,0.21,-6.15,1,0.06,141.07,4,https://api.spotify.com/v1/tracks/7ocPasnG4deeUQ63c1fRGl,audio_features,spotify:track:7ocPasnG4deeUQ63c1fRGl,0.54
0.0291,https://api.spotify.com/v1/audio-analysis/7p85HOOjg1q3lqKovxeiOC,0.747,148000,0.666,7p85HOOjg1q3lqKovxeiOC,0.00016,5,0.102,-7.072,0,0.0362,104.975,4,https://api.spotify.com/v1/tracks/7p85HOOjg1q3lqKovxeiOC,audio_features,spotify:track:7p85HOOjg1q3lqKovxeiOC,0.555
0.292,https://api.spotify.com/v1/audio-analysis/1qiHxdihSes6DA9hkAKFyg,0.892,216724,0.673,1qiHxdihSes6DA9hkAKFyg,0.0,8,0.213,-4.669,1,0.0857,115.961,4,https://api.spotify.com/v1/tracks/1qiHxdihSes6DA9hkAKFyg,audio_features,spotify:track:1qiHxdihSes6DA9hkAKFyg,0.807
0.154,https://api.spotify.com/v1/audio-analysis/74loibzxXRL875X20kenvk,0.654,83200,0.548,74loibzxXRL875X20kenvk,0.844,2,0.112,-8.723,1,0.0513,74.972,4,https://api.spotify.com/v1/tracks/74loibzxXRL875X20kenvk,audio_features,spotify:track:74loibzxXRL875X20kenvk,0.246
0.279,https://api.spotify.com/v1/audio-analysis/1yDJAXPuXbyhU5tNGGXlPh,0.717,148965,0.543,1yDJAXPuXbyhU5tNGGXlPh,0.00021,5,0.139,-6.745,1,0.214,173.986,4,https://api.spotify.com/v1/tracks/1yDJAXPuXbyhU5tNGGXlPh,audio_features,spotify:track:1yDJAXPuXbyhU5tNGGXlPh,0.537
0.305,https://api.spotify.com/v1/audio-analysis/2BMlaVJaHDGd3ODSyrB2VK,0.771,169588,0.782,2BMlaVJaHDGd3ODSyrB2VK,1.25e-06,1,0.114,-5.841,1,0.0341,125.027,3,https://api.spotify.com/v1/tracks/2BMlaVJaHDGd3ODSyrB2VK,audio_features,spotify:track:2BMlaVJaHDGd3ODSyrB2VK,0.839
0.0163,https://api.spotify.com/v1/audio-analysis/1PiyTtoNn0m4kfJWLfjHny,0.674,154298,0.937,1PiyTtoNn0m4kfJWLfjHny,0.00172,11,0.385,-5.738,0,0.0937,105.073,4,https://api.spotify.com/v1/tracks/1PiyTtoNn0m4kfJWLfjHny,audio_features,spotify:track:1PiyTtoNn0m4kfJWLfjHny,0.784
0.0541,https://api.spotify.com/v1/audio-analysis/1TgStpMGTflN84asKJ8VU3,0.624,225133,0.796,1TgStpMGTflN84asKJ8VU3,0.0,6,0.258,-5.413,0,0.169,145.212,4,https://api.spotify.com/v1/tracks/1TgStpMGTflN84asKJ8VU3,audio_features,spotify:track:1TgStpMGTflN84asKJ8VU3,0.704
0.702,https://api.spotify.com/v1/audio-analysis/7MiZjKawmXTsTNePyTfPyL,0.391,131272,0.396,7MiZjKawmXTsTNePyTfPyL,0.405,1,0.315,-8.621,0,0.189,99.112,5,https://api.spotify.com/v1/tracks/7MiZjKawmXTsTNePyTfPyL,audio_features,spotify:track:7MiZjKawmXTsTNePyTfPyL,0.199
0.0622,https://api.spotify.com/v1/audio-analysis/1D3z6HTiQsNmZxjl7F7eoG,0.597,218802,0.587,1D3z6HTiQsNmZxjl7F7eoG,0.0,7,0.214,-7.026,0,0.137,140.021,4,https://api.spotify.com/v1/tracks/1D3z6HTiQsNmZxjl7F7eoG,audio_features,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,0.0753
0.559,https://api.spotify.com/v1/audio-analysis/3S0OXQeoh0w6AY8WQVckRW,0.703,242947,0.444,3S0OXQeoh0w6AY8WQVckRW,0.0,11,0.0973,-9.331,1,0.0417,150.96,4,https://api.spotify.com/v1/tracks/3S0OXQeoh0w6AY8WQVckRW,audio_features,spotify:track:3S0OXQeoh0w6AY8WQVckRW,0.712
0.538,https://api.spotify.com/v1/audio-analysis/67AdiJcurlf6gocGobfaXs,0.565,177267,0.56,67AdiJcurlf6gocGobfaXs,0.0,6,0.0961,-6.034,1,0.0275,159.931,4,https://api.spotify.com/v1/tracks/67AdiJcurlf6gocGobfaXs,audio_features,spotify:track:67AdiJcurlf6gocGobfaXs,0.325
0.078,https://api.spotify.com/v1/audio-analysis/1a9dUxIQ2ehPH3992H9uPe,0.745,192819,0.663,1a9dUxIQ2ehPH3992H9uPe,0.0,1,0.213,-5.056,1,0.423,167.137,4,https://api.spotify.com/v1/tracks/1a9dUxIQ2ehPH3992H9uPe,audio_features,spotify:track:1a9dUxIQ2ehPH3992H9uPe,0.686
0.319,https://api.spotify.com/v1/audio-analysis/4OQFlJOSID2AzpmOcuDlJl,0.524,251429,0.765,4OQFlJOSID2AzpmOcuDlJl,0.0,3,0.332,-2.625,0,0.184,157.487,3,https://api.spotify.com/v1/tracks/4OQFlJOSID2AzpmOcuDlJl,audio_features,spotify:track:4OQFlJOSID2AzpmOcuDlJl,0.475
0.103,https://api.spotify.com/v1/audio-analysis/2b9few9ebpqymSAjZpOtCd,0.778,222000,0.808,2b9few9ebpqymSAjZpOtCd,0.0,7,0.0436,-3.747,1,0.28,99.971,4,https://api.spotify.com/v1/tracks/2b9few9ebpqymSAjZpOtCd,audio_features,spotify:track:2b9few9ebpqymSAjZpOtCd,0.602
0.0129,https://api.spotify.com/v1/audio-analysis/4vTkieCtQPP9sFo4qVXdcP,0.553,211141,0.843,4vTkieCtQPP9sFo4qVXdcP,0.0,5,0.562,-5.75,1,0.182,162.048,4,https://api.spotify.com/v1/tracks/4vTkieCtQPP9sFo4qVXdcP,audio_features,spotify:track:4vTkieCtQPP9sFo4qVXdcP,0.759
0.464,https://api.spotify.com/v1/audio-analysis/1RzjXhgnzqb3dMa5852itx,0.736,153032,0.862,1RzjXhgnzqb3dMa5852itx,0.0,7,0.0904,-4.136,0,0.0333,145.001,3,https://api.spotify.com/v1/tracks/1RzjXhgnzqb3dMa5852itx,audio_features,spotify:track:1RzjXhgnzqb3dMa5852itx,0.799
0.303,https://api.spotify.com/v1/audio-analysis/6yVjjQA31SLM1kc4j5jPwF,0.748,118194,0.99,6yVjjQA31SLM1kc4j5jPwF,0.132,1,0.267,-2.39,1,0.151,126.015,4,https://api.spotify.com/v1/tracks/6yVjjQA31SLM1kc4j5jPwF,audio_features,spotify:track:6yVjjQA31SLM1kc4j5jPwF,0.386
0.0329,https://api.spotify.com/v1/audio-analysis/1UPHCP5YeVfele4DMbdGyi,0.737,201146,0.899,1UPHCP5YeVfele4DMbdGyi,0.0,6,0.186,-3.189,0,0.0556,125.992,4,https://api.spotify.com/v1/tracks/1UPHCP5YeVfele4DMbdGyi,audio_features,spotify:track:1UPHCP5YeVfele4DMbdGyi,0.358
0.933,https://api.spotify.com/v1/audio-analysis/6qoIFQfdmaQF9A1gb67tR7,0.727,155947,0.482,6qoIFQfdmaQF9A1gb67tR7,0.0,11,0.388,-6.193,1,0.115,74.93,4,https://api.spotify.com/v1/tracks/6qoIFQfdmaQF9A1gb67tR7,audio_features,spotify:track:6qoIFQfdmaQF9A1gb67tR7,0.487
0.149,https://api.spotify.com/v1/audio-analysis/6TEftSkmWdTm1EpThnwqh6,0.625,244005,0.562,6TEftSkmWdTm1EpThnwqh6,1.67e-05,0,0.109,-5.828,0,0.0289,93.998,4,https://api.spotify.com/v1/tracks/6TEftSkmWdTm1EpThnwqh6,audio_features,spotify:track:6TEftSkmWdTm1EpThnwqh6,0.229
0.0385,https://api.spotify.com/v1/audio-analysis/4w2Furap0ZzaiK4J14E9sR,0.966,141639,0.549,4w2Furap0ZzaiK4J14E9sR,0.000264,9,0.0806,-6.647,1,0.206,122.105,4,https://api.spotify.com/v1/tracks/4w2Furap0ZzaiK4J14E9sR,audio_features,spotify:track:4w2Furap0ZzaiK4J14E9sR,0.316
0.223,https://api.spotify.com/v1/audio-analysis/58f4twRnbZOOVUhMUpplJ4,0.854,254400,0.611,58f4twRnbZOOVUhMUpplJ4,0.0,8,0.119,-6.26,0,0.0864,100.024,4,https://api.spotify.com/v1/tracks/58f4twRnbZOOVUhMUpplJ4,audio_features,spotify:track:58f4twRnbZOOVUhMUpplJ4,0.417
0.0367,https://api.spotify.com/v1/audio-analysis/5KWLMueyIroZzWUDWLVWgA,0.832,173942,0.984,5KWLMueyIroZzWUDWLVWgA,0.0,11,0.358,-0.763,1,0.0585,120.057,4,https://api.spotify.com/v1/tracks/5KWLMueyIroZzWUDWLVWgA,audio_features,spotify:track:5KWLMueyIroZzWUDWLVWgA,0.961
0.36,https://api.spotify.com/v1/audio-analysis/3UoULw70kMsiVXxW0L3A33,0.487,201882,0.534,3UoULw70kMsiVXxW0L3A33,0.0,0,0.1,-5.664,0,0.0555,131.798,4,https://api.spotify.com/v1/tracks/3UoULw70kMsiVXxW0L3A33,audio_features,spotify:track:3UoULw70kMsiVXxW0L3A33,0.173
0.837,https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ,0.681,260285,0.174,2BOqDYLOJBiMOXShCV1neZ,3.35e-05,1,0.0983,-8.745,1,0.0315,112.672,4,https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ,audio_features,spotify:track:2BOqDYLOJBiMOXShCV1neZ,0.231
0.588,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,0.413,172724,0.42,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-05,0,0.11,-6.444,1,0.0416,84.126,4,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,audio_features,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.185
0.0164,https://api.spotify.com/v1/audio-analysis/5KtUilYzUZOvhyrLTlLoXT,0.659,201485,0.865,5KtUilYzUZOvhyrLTlLoXT,0.0,7,0.134,-4.416,1,0.0541,126.998,4,https://api.spotify.com/v1/tracks/5KtUilYzUZOvhyrLTlLoXT,audio_features,spotify:track:5KtUilYzUZOvhyrLTlLoXT,0.761
0.551,https://api.spotify.com/v1/audio-analysis/7zPIPJKmtJxK6CpVOntCxL,0.7,171227,0.746,7zPIPJKmtJxK6CpVOntCxL,0.0,1,0.677,-6.301,1,0.206,127.915,4,https://api.spotify.com/v1/tracks/7zPIPJKmtJxK6CpVOntCxL,audio_features,spotify:track:7zPIPJKmtJxK6CpVOntCxL,0.683
0.22,https://api.spotify.com/v1/audio-analysis/3CIl8hlnMcULSIIhUMmB1Z,0.938,158440,0.832,3CIl8hlnMcULSIIhUMmB1Z,1.31e-06,7,0.121,-4.613,0,0.195,111.928,4,https://api.spotify.com/v1/tracks/3CIl8hlnMcULSIIhUMmB1Z,audio_features,spotify:track:3CIl8hlnMcULSIIhUMmB1Z,0.832
0.103,https://api.spotify.com/v1/audio-analysis/0LCkj8JSa3pahuphDXiOwZ,0.379,232153,0.92,0LCkj8JSa3pahuphDXiOwZ,0.0,8,0.22,-3.85,1,0.15,181.574,4,https://api.spotify.com/v1/tracks/0LCkj8JSa3pahuphDXiOwZ,audio_features,spotify:track:0LCkj8JSa3pahuphDXiOwZ,0.278
0.371,https://api.spotify.com/v1/audio-analysis/2Qzt61URbXBb9N2MSVDoDv,0.541,170436,0.374,2Qzt61URbXBb9N2MSVDoDv,0.0,10,0.103,-8.385,0,0.326,172.04,4,https://api.spotify.com/v1/tracks/2Qzt61URbXBb9N2MSVDoDv,audio_features,spotify:track:2Qzt61URbXBb9N2MSVDoDv,0.554
0.154,https://api.spotify.com/v1/audio-analysis/63irPUP3xB74fHdw1Aw9zR,0.581,182758,0.8,63irPUP3xB74fHdw1Aw9zR,0.0,1,0.0697,-2.613,1,0.411,119.872,5,https://api.spotify.com/v1/tracks/63irPUP3xB74fHdw1Aw9zR,audio_features,spotify:track:63irPUP3xB74fHdw1Aw9zR,0.709
0.0238,https://api.spotify.com/v1/audio-analysis/5G8bSlXgHMSENVohAAlbes,0.855,139430,0.768,5G8bSlXgHMSENVohAAlbes,0.0,10,0.108,-6.672,0,0.0947,139.906,4,https://api.spotify.com/v1/tracks/5G8bSlXgHMSENVohAAlbes,audio_features,spotify:track:5G8bSlXgHMSENVohAAlbes,0.651
0.231,https://api.spotify.com/v1/audio-analysis/71DSaeKtXQaMAqnvMT7Uoc,0.759,186067,0.646,71DSaeKtXQaMAqnvMT7Uoc,0.0,1,0.161,-7.603,1,0.12,111.043,4,https://api.spotify.com/v1/tracks/71DSaeKtXQaMAqnvMT7Uoc,audio_features,spotify:track:71DSaeKtXQaMAqnvMT7Uoc,0.445
0.374,https://api.spotify.com/v1/audio-analysis/2bNCiY24Eh4saMcc23bvUN,0.747,160856,0.765,2bNCiY24Eh4saMcc23bvUN,4.66e-06,9,0.202,-4.184,0,0.0547,98.012,4,https://api.spotify.com/v1/tracks/2bNCiY24Eh4saMcc23bvUN,audio_features,spotify:track:2bNCiY24Eh4saMcc23bvUN,0.514
0.0332,https://api.spotify.com/v1/audio-analysis/3oNQ6NkihVzQkV5qhk2Pbe,0.648,153313,0.781,3oNQ6NkihVzQkV5qhk2Pbe,0.013,9,0.305,-8.736,0,0.0271,133.417,4,https://api.spotify.com/v1/tracks/3oNQ6NkihVzQkV5qhk2Pbe,audio_features,spotify:track:3oNQ6NkihVzQkV5qhk2Pbe,0.822
0.73,https://api.spotify.com/v1/audio-analysis/4WefXOf8I4gMjdj2kBJgkl,0.437,224835,0.381,4WefXOf8I4gMjdj2kBJgkl,0.000284,1,0.135,-10.254,1,0.245,182.568,4,https://api.spotify.com/v1/tracks/4WefXOf8I4gMjdj2kBJgkl,audio_features,spotify:track:4WefXOf8I4gMjdj2kBJgkl,0.435
0.103,https://api.spotify.com/v1/audio-analysis/2gYj9lubBorOPIVWsTXugG,0.68,176973,0.922,2gYj9lubBorOPIVWsTXugG,0.0,0,0.0877,-1.215,1,0.121,125.014,4,https://api.spotify.com/v1/tracks/2gYj9lubBorOPIVWsTXugG,audio_features,spotify:track:2gYj9lubBorOPIVWsTXugG,0.799
0.0688,https://api.spotify.com/v1/audio-analysis/1LYQYpwrkIV10D9YE5x99A,0.372,238021,0.527,1LYQYpwrkIV10D9YE5x99A,0.147,7,0.223,-11.872,0,0.032,98.083,4,https://api.spotify.com/v1/tracks/1LYQYpwrkIV10D9YE5x99A,audio_features,spotify:track:1LYQYpwrkIV10D9YE5x99A,0.207
0.737,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,0.483,203569,0.412,41zXlQxzTi6cGAjpOXyLYH,0.0,7,0.116,-8.461,1,0.0402,170.163,3,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,audio_features,spotify:track:41zXlQxzTi6cGAjpOXyLYH,0.247
0.741,https://api.spotify.com/v1/audio-analysis/55mzJ0LftLnef8sxAjrMkU,0.678,238420,0.457,55mzJ0LftLnef8sxAjrMkU,0.0,0,0.113,-6.854,1,0.177,72.156,4,https://api.spotify.com/v1/tracks/55mzJ0LftLnef8sxAjrMkU,audio_features,spotify:track:55mzJ0LftLnef8sxAjrMkU,0.563
0.336,https://api.spotify.com/v1/audio-analysis/5jrQZnYInM6YUjr2yFSa3E,0.767,243871,0.54,5jrQZnYInM6YUjr2yFSa3E,0.0,1,0.108,-7.96,1,0.0565,123.986,4,https://api.spotify.com/v1/tracks/5jrQZnYInM6YUjr2yFSa3E,audio_features,spotify:track:5jrQZnYInM6YUjr2yFSa3E,0.544
0.131,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,0.43,211680,0.606,6SRWhUJcD2YKahCwHavz3X,0.0,4,0.173,-5.115,0,0.0431,169.988,4,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,audio_features,spotify:track:6SRWhUJcD2YKahCwHavz3X,0.123
0.107,https://api.spotify.com/v1/audio-analysis/1B5I5yqLpVI5EosZS6bJFs,0.73,146840,0.634,1B5I5yqLpVI5EosZS6bJFs,1.44e-05,4,0.0976,-7.191,0,0.181,171.874,4,https://api.spotify.com/v1/tracks/1B5I5yqLpVI5EosZS6bJFs,audio_features,spotify:track:1B5I5yqLpVI5EosZS6bJFs,0.798
0.121,https://api.spotify.com/v1/audio-analysis/68EkhVWIeULhHxcbi1QhzK,0.68,180747,0.697,68EkhVWIeULhHxcbi1QhzK,0.0,5,0.661,-7.01,1,0.0484,116.033,4,https://api.spotify.com/v1/tracks/68EkhVWIeULhHxcbi1QhzK,audio_features,spotify:track:68EkhVWIeULhHxcbi1QhzK,0.684
0.0199,https://api.spotify.com/v1/audio-analysis/7FdmHr87G79PDRGy9SPBkZ,0.949,184635,0.683,7FdmHr87G79PDRGy9SPBkZ,0.0,9,0.171,-4.242,1,0.0946,130.012,4,https://api.spotify.com/v1/tracks/7FdmHr87G79PDRGy9SPBkZ,audio_features,spotify:track:7FdmHr87G79PDRGy9SPBkZ,0.887
0.0709,https://api.spotify.com/v1/audio-analysis/74tLlkN3rgVzRqQJgPfink,0.716,386907,0.531,74tLlkN3rgVzRqQJgPfink,0.0,7,0.22,-7.355,1,0.157,71.972,4,https://api.spotify.com/v1/tracks/74tLlkN3rgVzRqQJgPfink,audio_features,spotify:track:74tLlkN3rgVzRqQJgPfink,0.335
0.564,https://api.spotify.com/v1/audio-analysis/3qXZqXGniqNt3PK2CBSZgM,0.469,240000,0.639,3qXZqXGniqNt3PK2CBSZgM,0.0,10,0.11,-5.381,0,0.32,172.37,3,https://api.spotify.com/v1/tracks/3qXZqXGniqNt3PK2CBSZgM,audio_features,spotify:track:3qXZqXGniqNt3PK2CBSZgM,0.534
0.0272,https://api.spotify.com/v1/audio-analysis/4inPxqHrj9VmjLx5JCDCV4,0.719,145441,0.756,4inPxqHrj9VmjLx5JCDCV4,0.0,10,0.191,-4.385,1,0.0356,126.011,4,https://api.spotify.com/v1/tracks/4inPxqHrj9VmjLx5JCDCV4,audio_features,spotify:track:4inPxqHrj9VmjLx5JCDCV4,0.863
0.123,https://api.spotify.com/v1/audio-analysis/35SdBeWhJLkOYuirupw5Uk,0.842,114627,0.549,35SdBeWhJLkOYuirupw5Uk,0.0186,4,0.0709,-3.854,0,0.053,133.951,4,https://api.spotify.com/v1/tracks/35SdBeWhJLkOYuirupw5Uk,audio_features,spotify:track:35SdBeWhJLkOYuirupw5Uk,0.44
0.219,https://api.spotify.com/v1/audio-analysis/31MNHKE86sEXzIglbGQ6mu,0.773,198448,0.679,31MNHKE86sEXzIglbGQ6mu,0.00263,7,0.297,-6.51,0,0.0315,127.002,4,https://api.spotify.com/v1/tracks/31MNHKE86sEXzIglbGQ6mu,audio_features,spotify:track:31MNHKE86sEXzIglbGQ6mu,0.544
0.425,https://api.spotify.com/v1/audio-analysis/2GAhgAjOhEmItWLfgisyOn,0.698,181080,0.546,2GAhgAjOhEmItWLfgisyOn,0.00314,0,0.16,-7.234,0,0.0559,145.044,4,https://api.spotify.com/v1/tracks/2GAhgAjOhEmItWLfgisyOn,audio_features,spotify:track:2GAhgAjOhEmItWLfgisyOn,0.335
0.859,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,0.672,226600,0.52,5O2P9iiztwhomNh8xkR9lJ,0.0,8,0.115,-7.747,1,0.0353,120.001,4,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.37
0.388,https://api.spotify.com/v1/audio-analysis/1qfoq1qvZT7VwDVeekCJ97,0.504,167373,0.503,1qfoq1qvZT7VwDVeekCJ97,0.0,7,0.0608,-3.313,1,0.0422,195.593,4,https://api.spotify.com/v1/tracks/1qfoq1qvZT7VwDVeekCJ97,audio_features,spotify:track:1qfoq1qvZT7VwDVeekCJ97,0.709
0.269,https://api.spotify.com/v1/audio-analysis/2V3hsJU3bTOATih0Fm4aDp,0.593,134785,0.738,2V3hsJU3bTOATih0Fm4aDp,0.968,11,0.292,-2.956,0,0.0351,130.0,4,https://api.spotify.com/v1/tracks/2V3hsJU3bTOATih0Fm4aDp,audio_features,spotify:track:2V3hsJU3bTOATih0Fm4aDp,0.591
0.0675,https://api.spotify.com/v1/audio-analysis/448fc6aM6KF95yK0IdnIQQ,0.792,190588,0.565,448fc6aM6KF95yK0IdnIQQ,4.86e-05,9,0.123,-10.872,0,0.237,135.951,4,https://api.spotify.com/v1/tracks/448fc6aM6KF95yK0IdnIQQ,audio_features,spotify:track:448fc6aM6KF95yK0IdnIQQ,0.517
0.00454,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,0.638,185947,0.523,6HZILIRieu8S0iqY8kIKhj,0.0,1,0.0842,-6.664,1,0.357,139.913,4,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.422
0.22,https://api.spotify.com/v1/audio-analysis/7t2bFihaDvhIrd2gn2CWJO,0.805,242983,0.33,7t2bFihaDvhIrd2gn2CWJO,0.0,1,0.105,-8.712,0,0.1,121.97,4,https://api.spotify.com/v1/tracks/7t2bFihaDvhIrd2gn2CWJO,audio_features,spotify:track:7t2bFihaDvhIrd2gn2CWJO,0.211
0.281,https://api.spotify.com/v1/audio-analysis/5jDcoEETEDGuFlKhPm6eIq,0.736,144800,0.796,5jDcoEETEDGuFlKhPm6eIq,0.0,6,0.16,-2.489,1,0.0432,149.971,4,https://api.spotify.com/v1/tracks/5jDcoEETEDGuFlKhPm6eIq,audio_features,spotify:track:5jDcoEETEDGuFlKhPm6eIq,0.75
0.204,https://api.spotify.com/v1/audio-analysis/1Rweq7vNjK4kZBbGrmxQsl,0.606,164927,0.645,1Rweq7vNjK4kZBbGrmxQsl,0.0,2,0.14,-4.835,0,0.0333,110.016,4,https://api.spotify.com/v1/tracks/1Rweq7vNjK4kZBbGrmxQsl,audio_features,spotify:track:1Rweq7vNjK4kZBbGrmxQsl,0.453
0.605,https://api.spotify.com/v1/audio-analysis/4kXxEhuatrvwrTQycA7s9B,0.93,109120,0.774,4kXxEhuatrvwrTQycA7s9B,0.0238,1,0.12,-4.203,1,0.0744,116.972,4,https://api.spotify.com/v1/tracks/4kXxEhuatrvwrTQycA7s9B,audio_features,spotify:track:4kXxEhuatrvwrTQycA7s9B,0.781
0.0589,https://api.spotify.com/v1/audio-analysis/0jregbTE6Bbu2fLVDPxvmO,0.886,116800,0.726,0jregbTE6Bbu2fLVDPxvmO,0.000149,10,0.0789,-5.387,0,0.0964,150.073,4,https://api.spotify.com/v1/tracks/0jregbTE6Bbu2fLVDPxvmO,audio_features,spotify:track:0jregbTE6Bbu2fLVDPxvmO,0.446
0.247,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,0.262,252534,0.606,3zHq9ouUJQFQRf3cm1rRLu,0.0,8,0.125,-6.646,1,0.0484,189.857,4,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,audio_features,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,0.275
0.471,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,0.316,153294,0.63,6N22FZs2ZhPBYi3b9XPajV,0.262,5,0.205,-5.963,1,0.117,89.643,1,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,audio_features,spotify:track:6N22FZs2ZhPBYi3b9XPajV,0.313
0.0279,https://api.spotify.com/v1/audio-analysis/4L4m2mgZDF8KIkJPdWWIAf,0.787,159372,0.848,4L4m2mgZDF8KIkJPdWWIAf,0.0058,8,0.109,-4.095,1,0.0516,98.051,4,https://api.spotify.com/v1/tracks/4L4m2mgZDF8KIkJPdWWIAf,audio_features,spotify:track:4L4m2mgZDF8KIkJPdWWIAf,0.681
0.446,https://api.spotify.com/v1/audio-analysis/0c8Jj4m8nORPaOSpcr5gx0,0.794,170496,0.677,0c8Jj4m8nORPaOSpcr5gx0,0.03,10,0.0759,-9.969,1,0.0715,101.461,3,https://api.spotify.com/v1/tracks/0c8Jj4m8nORPaOSpcr5gx0,audio_features,spotify:track:0c8Jj4m8nORPaOSpcr5gx0,0.614
0.141,https://api.spotify.com/v1/audio-analysis/4xqIYGwwZTEem9U8A42SPF,0.929,132024,0.7,4xqIYGwwZTEem9U8A42SPF,0.0,0,0.349,-5.596,0,0.0903,120.009,4,https://api.spotify.com/v1/tracks/4xqIYGwwZTEem9U8A42SPF,audio_features,spotify:track:4xqIYGwwZTEem9U8A42SPF,0.802
0.542,https://api.spotify.com/v1/audio-analysis/39xOREhViooEYFpmnKTdrl,0.789,188497,0.356,39xOREhViooEYFpmnKTdrl,0.0,6,0.145,-10.396,0,0.362,111.937,4,https://api.spotify.com/v1/tracks/39xOREhViooEYFpmnKTdrl,audio_features,spotify:track:39xOREhViooEYFpmnKTdrl,0.532
0.386,https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw,0.607,224853,0.536,10M2Ex445zw585Ducldzkw,0.0,10,0.102,-7.306,1,0.0302,147.992,4,https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw,audio_features,spotify:track:10M2Ex445zw585Ducldzkw,0.436
0.0923,https://api.spotify.com/v1/audio-analysis/7cQ0LAxT5HHCLGbxcjaxac,0.717,223019,0.708,7cQ0LAxT5HHCLGbxcjaxac,0.0,11,0.167,-5.686,0,0.3,123.898,4,https://api.spotify.com/v1/tracks/7cQ0LAxT5HHCLGbxcjaxac,audio_features,spotify:track:7cQ0LAxT5HHCLGbxcjaxac,0.514
0.54,https://api.spotify.com/v1/audio-analysis/6NSMQFKgjpQb0KkjMDYIK0,0.815,264000,0.514,6NSMQFKgjpQb0KkjMDYIK0,0.0,6,0.611,-9.446,0,0.361,120.054,4,https://api.spotify.com/v1/tracks/6NSMQFKgjpQb0KkjMDYIK0,audio_features,spotify:track:6NSMQFKgjpQb0KkjMDYIK0,0.623
0.0684,https://api.spotify.com/v1/audio-analysis/4CIyxiObT9G35HrSItAblR,0.727,188870,0.637,4CIyxiObT9G35HrSItAblR,0.000294,8,0.131,-5.185,1,0.0779,131.997,3,https://api.spotify.com/v1/tracks/4CIyxiObT9G35HrSItAblR,audio_features,spotify:track:4CIyxiObT9G35HrSItAblR,0.215
0.0481,https://api.spotify.com/v1/audio-analysis/6ZprqcYFC6D9eIZaCoqrSn,0.868,133694,0.452,6ZprqcYFC6D9eIZaCoqrSn,0.000182,7,0.133,-6.825,0,0.304,107.538,4,https://api.spotify.com/v1/tracks/6ZprqcYFC6D9eIZaCoqrSn,audio_features,spotify:track:6ZprqcYFC6D9eIZaCoqrSn,0.241
