Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track,isrc,spotify_id,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
Shakira Bzrp Music Sessions Vol 53,Bizarrap,1/11/2023,UYB282301031,73,174.3,946941510,100130,74836321,74,776436101,12951756,797017650,11936401096,110,165670,2237762,0,UYB282301031,4nrPB8O7Y7wsOCJdgXkthe,0.281,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,0.842,214945.0,0.745,4nrPB8O7Y7wsOCJdgXkthe,2.61e-05,2.0,0.118,-4.231,0.0,0.0399,122.06,4.0,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,audio_features,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,0.53,Pop
Old Town Road,Lil Nas X,3/14/2019,USSM11901941,75,170.3,1010494713,127393,18652312,67,3203314695,41487213,187301054,1981431049,63,49780,8856633,0,USSM11901941,0F7FA14euOIX8KcbEturGH,0.0578,https://api.spotify.com/v1/audio-analysis/0F7FA14euOIX8KcbEturGH,0.907,113000.0,0.53,0F7FA14euOIX8KcbEturGH,2.23e-06,1.0,0.101,-6.112,1.0,0.127,135.998,4.0,https://api.spotify.com/v1/tracks/0F7FA14euOIX8KcbEturGH,audio_features,spotify:track:0F7FA14euOIX8KcbEturGH,0.507,R&B/Soul
Un X100To,Grupo Frontera,4/17/2023,QM6N22311285,76,170.2,1008495696,99381,57394938,75,878892413,4425283,127651887,1669065906,101,73481,2283747,0,QM6N22311285,6pD0ufEQq0xdHSsRbg9LBK,0.228,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,0.569,194563.0,0.724,6pD0ufEQq0xdHSsRbg9LBK,0.0,6.0,0.27,-4.076,0.0,0.0474,83.118,4.0,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,audio_features,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,0.562,Pop
Sprinter,Dave,6/1/2023,GBUM72305159,78,168.1,692512930,199828,55464762,78,219666692,2332307,130560533,1254944697,155,42082,3093667,1,GBUM72305159,6NYbDTmstd7JSUWl2hVBqR,0.263,https://api.spotify.com/v1/audio-analysis/6NYbDTmstd7JSUWl2hVBqR,0.918,229133.0,0.681,6NYbDTmstd7JSUWl2hVBqR,0.0,1.0,0.0615,-4.705,1.0,0.201,139.057,4.0,https://api.spotify.com/v1/tracks/6NYbDTmstd7JSUWl2hVBqR,audio_features,spotify:track:6NYbDTmstd7JSUWl2hVBqR,0.705,Latin
Tqg,KAROL G,2/23/2023,USUM72222541,80,167.8,1024381758,78554,69319589,78,1102289596,8953293,15048444,248168852,138,149584,3488226,1,USUM72222541,0DWdj2oZMBFSzRsi2Cvfzf,0.619,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,0.587,197933.0,0.647,0DWdj2oZMBFSzRsi2Cvfzf,0.0,4.0,0.106,-3.385,0.0,0.327,90.123,4.0,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,audio_features,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,0.686,Pop
Pepas,Farruko,6/24/2021,USSD12100307,82,167.3,1500499584,359502,125112486,74,1431591689,11553088,290811371,4067248819,258,240677,17210946,1,USSD12100307,5fwSHlTEWpluwOM0Sxnh5k,0.00776,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,0.762,287120.0,0.766,5fwSHlTEWpluwOM0Sxnh5k,6.98e-05,7.0,0.128,-3.955,1.0,0.0343,130.001,4.0,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,audio_features,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,0.442,Pop
Ella Baila Sola,Eslabon Armado,3/16/2023,USE7D2300007,84,166.5,1215336974,129463,39814172,74,701880622,3831236,550073,15373104,83,40153,3435177,0,USE7D2300007,3dnP0JxCgygwQH9Gm7q7nb,0.483,https://api.spotify.com/v1/audio-analysis/3dnP0JxCgygwQH9Gm7q7nb,0.668,165671.0,0.758,3dnP0JxCgygwQH9Gm7q7nb,1.89e-05,5.0,0.0837,-5.176,0.0,0.0332,147.989,3.0,https://api.spotify.com/v1/tracks/3dnP0JxCgygwQH9Gm7q7nb,audio_features,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,0.834,Pop
Dance The Night From Barbie The Album,Dua Lipa,5/25/2023,USAT22305457,85,166.2,860026452,74769,139913794,80,173044031,1640319,90924917,1227837850,7,759185,3199636,0,USAT22305457,1vYXt7VSjH9JIM5oRRo7vA,0.0207,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,0.671,176579.0,0.845,1vYXt7VSjH9JIM5oRRo7vA,0.0,11.0,0.329,-4.93,0.0,0.048,110.056,4.0,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,audio_features,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,0.775,Pop
La Bebe Remix,Yng Lvcas,3/17/2023,MXF152300159,86,164.9,1032225805,94887,74469479,79,920878032,3118229,116003972,2416141351,83,57941,2635577,1,MXF152300159,2UW7JaomAMuX9pZrjVpHAU,0.213,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,0.812,234353.0,0.479,2UW7JaomAMuX9pZrjVpHAU,1.21e-06,2.0,0.0756,-5.678,0.0,0.333,169.922,4.0,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,audio_features,spotify:track:2UW7JaomAMuX9pZrjVpHAU,0.559,Hip-Hop/Rap
Easy On Me,Adele,10/14/2021,USSM12105970,88,163.2,1720918065,209635,93875458,73,1194846205,13561925,733101955,7860224413,325,774277,7569155,0,USSM12105970,46IZ0fSY2mpAiktS3KOqds,0.578,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,0.604,224695.0,0.366,46IZ0fSY2mpAiktS3KOqds,0.0,5.0,0.133,-7.519,1.0,0.0282,141.981,4.0,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,audio_features,spotify:track:46IZ0fSY2mpAiktS3KOqds,0.13,Indie/Alternative
Tit Me Pregu,Bad Bunny,5/6/2022,QM6MZ2214878,89,163.1,1514239759,190692,77283361,77,1366181141,9358441,475656543,5249863696,150,145640,5133847,1,QM6MZ2214878,1IHWl5LamUGEuP4ozKQSXZ,0.0993,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,0.65,243717.0,0.715,1IHWl5LamUGEuP4ozKQSXZ,0.000291,5.0,0.126,-5.198,0.0,0.253,106.672,4.0,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,audio_features,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.187,Hip-Hop/Rap
All My Life,Lil Durk,5/12/2023,USQX92302957,90,162.0,333202114,108322,41018697,68,203487345,2084532,63253779,748253884,148,346411,4207535,1,USQX92302957,6HgWWaMu31KdOpEG5l28BG,0.15,https://api.spotify.com/v1/audio-analysis/6HgWWaMu31KdOpEG5l28BG,0.83,223000.0,0.44,6HgWWaMu31KdOpEG5l28BG,0.0,3.0,0.1,-8.21,1.0,0.33,143.03,4.0,https://api.spotify.com/v1/tracks/6HgWWaMu31KdOpEG5l28BG,audio_features,spotify:track:6HgWWaMu31KdOpEG5l28BG,0.69,Hip-Hop/Rap
Antihero,Taylor Swift,10/21/2022,USUG12205736,91,161.8,1563224246,117005,97456780,80,203259285,3482508,376660493,3864505972,261,1034319,4703179,0,USUG12205736,0V3wPSX9ygBnCm8psDIegu,0.121,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,0.633,200690.0,0.648,0V3wPSX9ygBnCm8psDIegu,2.62e-06,4.0,0.161,-6.645,1.0,0.062,96.888,4.0,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,0.49,R&B/Soul
Quevedo Bzrp Music Sessions Vol 52,Bizarrap,7/6/2022,UYB282201028,92,161.7,1692951462,209490,88591675,78,1132539234,8795731,196608777,2054826154,99,138254,6836893,0,UYB282201028,2tTmW7RDtMQtBk7m2rYeSw,0.0125,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,0.621,198938.0,0.782,2tTmW7RDtMQtBk7m2rYeSw,0.033,2.0,0.23,-5.548,1.0,0.044,128.033,4.0,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,audio_features,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,0.55,Pop
Magnetic,ILLIT,3/25/2024,USA2P2413259,93,161.0,255076355,11500,90584540,86,202206901,2596912,57656713,506476590,67,4716,659825,0,USA2P2413259,1aKvZDoLGkNMxoRYgkckZG,0.257,https://api.spotify.com/v1/audio-analysis/1aKvZDoLGkNMxoRYgkckZG,0.797,160688.0,0.668,1aKvZDoLGkNMxoRYgkckZG,0.0,6.0,0.0876,-5.819,1.0,0.0687,131.067,4.0,https://api.spotify.com/v1/tracks/1aKvZDoLGkNMxoRYgkckZG,audio_features,spotify:track:1aKvZDoLGkNMxoRYgkckZG,0.69,Latin
Lollipop,Darell,7/28/2023,USSD12300307,94,158.2,275349653,37806,22826643,70,347506860,1553295,321239621,4767676439,19,23875,1245874,1,USSD12300307,3cDyocF0Ibdfs1SFQk5cLZ,0.179,https://api.spotify.com/v1/audio-analysis/3cDyocF0Ibdfs1SFQk5cLZ,0.822,199947.0,0.711,3cDyocF0Ibdfs1SFQk5cLZ,1.46e-05,6.0,0.083,-4.943,1.0,0.0668,102.984,4.0,https://api.spotify.com/v1/tracks/3cDyocF0Ibdfs1SFQk5cLZ,audio_features,spotify:track:3cDyocF0Ibdfs1SFQk5cLZ,0.934,Latin
La Diabla,Xavi,12/2/2023,USA2P2357356,95,155.9,649404552,27544,47789063,83,433839212,2750086,414833,10603563,29,16287,1380069,0,USA2P2357356,0R6NfOiLzLj4O5VbYSJAjf,0.255,https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf,0.751,172264.0,0.819,0R6NfOiLzLj4O5VbYSJAjf,0.0,11.0,0.236,-4.372,0.0,0.0409,131.842,3.0,https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf,audio_features,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,0.697,Latin
Boys A Liar Pt 2,PinkPantheress,2/3/2023,GBAYE2300015,96,153.6,851085705,129047,50996176,70,211810152,2461166,955272568,8781020473,162,223173,2580691,1,GBAYE2300015,5CCr8msaN3MhgqBoa9yWhH,0.252,https://api.spotify.com/v1/audio-analysis/5CCr8msaN3MhgqBoa9yWhH,0.696,131013.0,0.809,5CCr8msaN3MhgqBoa9yWhH,0.000128,5.0,0.248,-8.254,1.0,0.05,132.962,4.0,https://api.spotify.com/v1/tracks/5CCr8msaN3MhgqBoa9yWhH,audio_features,spotify:track:5CCr8msaN3MhgqBoa9yWhH,0.857,Pop
Snooze,SZA,12/9/2022,USRC12204591,97,153.3,1013350808,108036,86470319,84,390677417,2521214,97819766,887803828,154,559589,3129609,1,USRC12204591,4iZ4pt7kvcaH6Yo8UoZ4s2,0.141,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,201800.0,0.551,4iZ4pt7kvcaH6Yo8UoZ4s2,0.0,5.0,0.11,-7.231,1.0,0.132,143.008,4.0,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,audio_features,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,0.392,Pop
Bellakeo,Peso Pluma,12/7/2023,QMFMF2388143,98,153.1,359803580,26065,79152427,86,369321334,1839225,74164945,874056250,40,16952,1002835,1,QMFMF2388143,05WVKTdZhlIMX4qqMLuo0f,0.0562,https://api.spotify.com/v1/audio-analysis/05WVKTdZhlIMX4qqMLuo0f,0.72,197333.0,0.88,05WVKTdZhlIMX4qqMLuo0f,0.06,9.0,0.153,-2.834,1.0,0.101,180.011,4.0,https://api.spotify.com/v1/tracks/05WVKTdZhlIMX4qqMLuo0f,audio_features,spotify:track:05WVKTdZhlIMX4qqMLuo0f,0.463,Pop
Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,152.1,242070373,37170,74130983,76,22907992,261664,312997953,3832221658,106,370635,2219984,0,USAR12300323,0cVyQfDyRnMJ0V3rjjdlU3,0.152,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,0.85,114234.0,0.699,0cVyQfDyRnMJ0V3rjjdlU3,0.0,0.0,0.32,-3.292,1.0,0.0776,114.481,4.0,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,audio_features,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,0.915,Latin
Monaco,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,478150858,73306,51842133,78,113379734,1312763,182319546,2111289492,78,35330,2255465,1,QMFME2364182,4MjDJD8cW7iVeWInc2Bdyj,0.15,https://api.spotify.com/v1/audio-analysis/4MjDJD8cW7iVeWInc2Bdyj,0.787,267194.0,0.621,4MjDJD8cW7iVeWInc2Bdyj,0.000402,4.0,0.58,-5.009,0.0,0.068,139.056,4.0,https://api.spotify.com/v1/tracks/4MjDJD8cW7iVeWInc2Bdyj,audio_features,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,0.13,R&B/Soul
Laxed Siren Beat,Jawsh 685,4/24/2020,USSM12002399,104,150.5,61382407,7240,1708319,43,9977490,201210,9239474,147837262,15,10152,3819161,0,USSM12002399,3BJiF37kmX4HCfYSO7qBnQ,0.0577,https://api.spotify.com/v1/audio-analysis/3BJiF37kmX4HCfYSO7qBnQ,0.736,201990.0,0.62,3BJiF37kmX4HCfYSO7qBnQ,0.692,0.0,0.318,-8.481,0.0,0.11,150.026,4.0,https://api.spotify.com/v1/tracks/3BJiF37kmX4HCfYSO7qBnQ,audio_features,spotify:track:3BJiF37kmX4HCfYSO7qBnQ,0.959,R&B/Soul
Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,148.9,251153869,16811,92985554,76,66691067,961957,34572688,431390500,162,180711,2047771,0,GBAHT2301078,5b5cPscqVEMChvDqscVw26,0.0349,https://api.spotify.com/v1/audio-analysis/5b5cPscqVEMChvDqscVw26,0.812,209488.0,0.587,5b5cPscqVEMChvDqscVw26,2.64e-06,5.0,0.123,-4.483,0.0,0.0477,123.041,4.0,https://api.spotify.com/v1/tracks/5b5cPscqVEMChvDqscVw26,audio_features,spotify:track:5b5cPscqVEMChvDqscVw26,0.664,Latin
The Box,Roddy Ricch,12/6/2019,USAT21906978,109,146.6,1911559785,317345,87765033,78,441257231,4829633,561201008,4574447121,255,296948,11988760,1,USAT21906978,0nbXyq5TXYPCO7pr3N8S4I,0.104,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,0.896,196653.0,0.586,0nbXyq5TXYPCO7pr3N8S4I,0.0,10.0,0.79,-6.687,0.0,0.0559,116.971,4.0,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,audio_features,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,0.642,Latin
Industry Baby,Lil Nas X,7/23/2021,USSM12104539,110,145.3,2014959725,354831,87942438,70,1003346208,16856186,915814897,9558947943,360,245228,12693846,1,USSM12104539,5Z9KJZvQzH6PFmb8SNkxuk,0.0221,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,0.741,212353.0,0.691,5Z9KJZvQzH6PFmb8SNkxuk,0.0,10.0,0.0476,-7.395,0.0,0.0672,150.087,4.0,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,audio_features,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,0.892,Pop
Fast Car,Luke Combs,3/24/2023,US6XF2200436,112,144.5,518988585,73116,58391498,80,107703759,768813,74258021,924204888,117,673629,3108167,0,US6XF2200436,1Lo0QY9cvc8sUB2vnIOxDT,0.186,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,0.712,265493.0,0.603,1Lo0QY9cvc8sUB2vnIOxDT,0.0,8.0,0.115,-5.52,1.0,0.0262,97.994,4.0,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,audio_features,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,0.67,R&B/Soul
Blingbangbangborn,Creepy Nuts,1/7/2024,JPU902305042,113,144.0,247399972,22222,13870528,80,389540239,4392933,22950364,296522040,53,807,1069500,0,JPU902305042,0kdqcbwei4MDWFEX5f33yG,0.0841,https://api.spotify.com/v1/audio-analysis/0kdqcbwei4MDWFEX5f33yG,0.853,168136.0,0.822,0kdqcbwei4MDWFEX5f33yG,0.00985,6.0,0.166,-6.836,0.0,0.246,157.013,4.0,https://api.spotify.com/v1/tracks/0kdqcbwei4MDWFEX5f33yG,audio_features,spotify:track:0kdqcbwei4MDWFEX5f33yG,0.746,Latin
Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,144.0,5712985,2311,535908,44,3120073,56276,2452502310,33870791454,4,22,249823,0,SGB502208576,5ncErj7HWEU2LfGrtw7Jb0,0.863,https://api.spotify.com/v1/audio-analysis/5ncErj7HWEU2LfGrtw7Jb0,0.665,134002.0,0.251,5ncErj7HWEU2LfGrtw7Jb0,0.889,2.0,0.0837,-12.096,1.0,0.0435,172.027,4.0,https://api.spotify.com/v1/tracks/5ncErj7HWEU2LfGrtw7Jb0,audio_features,spotify:track:5ncErj7HWEU2LfGrtw7Jb0,0.716,Acoustic/Folk
Sunflower Spiderman Into The Spiderverse,Post Malone,10/18/2018,USUM71814888,116,143.9,3358704125,392082,123917182,79,2763188773,19410390,178829434,1597453878,351,273683,1569935,0,USUM71814888,3KkXRkHbMCARz0aVfEt68P,0.552,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040.0,0.478,3KkXRkHbMCARz0aVfEt68P,0.0,2.0,0.0703,-5.574,1.0,0.0467,89.908,4.0,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,Indie/Alternative
Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,3006226762,335880,89243475,81,4495059988,42240881,453132709,5876458723,226,253782,21306706,0,USUM71700626,0pqnGHJpmpxLKifKRmU6WP,0.0622,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,0.776,204347.0,0.78,0pqnGHJpmpxLKifKRmU6WP,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,audio_features,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.666,Latin
Wait For U,Future,4/27/2022,USSM12203789,120,141.0,787155930,183850,58397185,77,357772653,2590835,95662104,836550889,150,463665,3534164,1,USSM12203789,59nOXPmaKlBfGMDeOVGrIK,0.314,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,0.463,189893.0,0.642,59nOXPmaKlBfGMDeOVGrIK,0.0,1.0,0.0686,-4.474,1.0,0.34,83.389,4.0,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,audio_features,spotify:track:59nOXPmaKlBfGMDeOVGrIK,0.339,Indie/Alternative
I Know,Travis Scott,7/28/2023,USSM12305012,121,139.5,532605345,128534,31725858,81,97958347,1237197,108595670,947194801,46,107637,1861958,1,USSM12305012,6wsqVwoiVH2kde4k4KKAFU,0.0186,https://api.spotify.com/v1/audio-analysis/6wsqVwoiVH2kde4k4KKAFU,0.927,211582.0,0.619,6wsqVwoiVH2kde4k4KKAFU,0.0,5.0,0.104,-4.441,0.0,0.0539,117.995,4.0,https://api.spotify.com/v1/tracks/6wsqVwoiVH2kde4k4KKAFU,audio_features,spotify:track:6wsqVwoiVH2kde4k4KKAFU,0.817,Latin
Ando,Jere Klein,9/27/2023,QMDA72363047,122,139.0,292789738,28591,30905957,72,406307035,809942,68341852,872862858,11,1754,1195337,1,QMDA72363047,4GvEuYAfJlICR2SpMDaBxQ,0.00412,https://api.spotify.com/v1/audio-analysis/4GvEuYAfJlICR2SpMDaBxQ,0.84,172774.0,0.597,4GvEuYAfJlICR2SpMDaBxQ,0.000129,8.0,0.0903,-7.602,0.0,0.0615,98.036,4.0,https://api.spotify.com/v1/tracks/4GvEuYAfJlICR2SpMDaBxQ,audio_features,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,0.493,R&B/Soul
First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,818858244,223609,49586777,71,231229581,2756840,624748318,6890780336,148,666615,4244972,1,USAT22203024,0wHFktze2PHC5jDt3B17DC,0.111,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,0.902,173948.0,0.582,0wHFktze2PHC5jDt3B17DC,3.18e-06,5.0,0.111,-5.902,0.0,0.109,107.005,4.0,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,audio_features,spotify:track:0wHFktze2PHC5jDt3B17DC,0.332,R&B/Soul
Fen,Travis Scott,7/28/2023,USSM12305010,124,137.8,659010786,129923,93969186,86,125203447,1990342,13787343,107398826,87,37314,1839283,1,USSM12305010,42VsgItocQwOQC3XWZ8JNA,0.0316,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,0.569,191701.0,0.882,42VsgItocQwOQC3XWZ8JNA,0.0,3.0,0.142,-2.777,0.0,0.06,148.038,4.0,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,audio_features,spotify:track:42VsgItocQwOQC3XWZ8JNA,0.201,Pop
I Aint Worried,OneRepublic,5/13/2022,USUM72206227,127,136.2,1607421145,212406,160444270,83,409785349,3326477,155593087,1825552705,267,523907,9091826,0,USUM72206227,4h9wh7iOZ0GGn8QVp4RAOB,0.0826,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,0.704,148486.0,0.797,4h9wh7iOZ0GGn8QVp4RAOB,0.000745,0.0,0.0546,-5.927,1.0,0.0475,139.994,4.0,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,audio_features,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,0.825,Pop
Mi Ex Tena Ra,KAROL G,8/10/2023,USUG12305253,128,136.2,438796949,23959,34805394,78,509727241,2202866,46080266,782582119,56,60758,865444,0,USUG12305253,54zcJnb3tp9c5OVKREZ1Is,0.0776,https://api.spotify.com/v1/audio-analysis/54zcJnb3tp9c5OVKREZ1Is,0.634,154375.0,0.725,54zcJnb3tp9c5OVKREZ1Is,0.0,5.0,0.211,-4.945,0.0,0.0587,159.845,4.0,https://api.spotify.com/v1/tracks/54zcJnb3tp9c5OVKREZ1Is,audio_features,spotify:track:54zcJnb3tp9c5OVKREZ1Is,0.795,Pop
Mood,24kGoldn,7/24/2020,USQX92003025,130,133.0,1867736006,302486,82611625,76,747126783,10795292,160756733,1768836179,329,931316,10228436,1,USQX92003025,4jPy3l0RUwlUI9T5XHBW2m,0.174,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,0.701,140533.0,0.716,4jPy3l0RUwlUI9T5XHBW2m,0.0,7.0,0.324,-3.671,0.0,0.0361,91.007,4.0,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,audio_features,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.732,Pop
Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,1872577908,144619,51186002,74,2638957320,62311179,662794945,5063720138,323,351169,7896781,0,QM7282022872,5QDLhrAOJJdNAmCTJ8xMyW,0.0112,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,0.746,199054.0,0.765,5QDLhrAOJJdNAmCTJ8xMyW,0.0,6.0,0.0936,-4.41,0.0,0.0993,114.044,4.0,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,audio_features,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,0.737,Pop
Someone You Loved,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,3427498835,338763,160553919,82,2153701892,20891433,212007614,2161032034,408,600211,29266297,0,DEUM71807062,7qEHsqek33rTcFNT9PFqLf,0.751,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,0.501,182161.0,0.405,7qEHsqek33rTcFNT9PFqLf,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,audio_features,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.446,Acoustic/Folk
Acrs,Shakira,5/11/2023,USQX92302824,134,129.6,230849195,23091,12233221,64,363082908,5135848,104580759,1551501289,49,24103,623446,0,USQX92302824,7txjUEY6McJDJKqIo1Rxjp,0.84,https://api.spotify.com/v1/audio-analysis/7txjUEY6McJDJKqIo1Rxjp,0.75,170000.0,0.48,7txjUEY6McJDJKqIo1Rxjp,0.0,11.0,0.1,-8.89,1.0,0.12,143.87,4.0,https://api.spotify.com/v1/tracks/7txjUEY6McJDJKqIo1Rxjp,audio_features,spotify:track:7txjUEY6McJDJKqIo1Rxjp,0.35,Acoustic/Folk
Made You Look,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,720720922,74295,89509926,77,221078988,2557839,1252326407,15247253457,108,412680,3086624,0,USSM12204574,0QHEIqNKsMoOY5urbzN48u,0.34,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,0.834,134256.0,0.522,0QHEIqNKsMoOY5urbzN48u,1.59e-06,10.0,0.0783,-3.574,1.0,0.0703,145.035,4.0,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,0.854,Latin
Vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,128.9,998964097,90793,87801398,18,113450524,2108657,152624014,1448207880,173,161513,4872257,1,USUG12304091,1kuGVB7EU95pJObxwvfwKS,0.154,https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS,0.484,219724.0,0.53,1kuGVB7EU95pJObxwvfwKS,0.0,5.0,0.263,-5.821,1.0,0.0538,136.848,4.0,https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS,audio_features,spotify:track:1kuGVB7EU95pJObxwvfwKS,0.323,Pop
Casca De Bala,Thullio MilionÃ¯Â¿Â½Ã¯Â¿,3/1/2024,BCAEW2400001,139,128.5,37157630,2052,30387641,74,63418833,427441,853176,8850449,11,190,42895,0,BCAEW2400001,5mJcnekfy4DEpAZ6uAHM7Y,0.634,https://api.spotify.com/v1/audio-analysis/5mJcnekfy4DEpAZ6uAHM7Y,0.747,133360.0,0.948,5mJcnekfy4DEpAZ6uAHM7Y,0.0,10.0,0.149,-3.386,0.0,0.174,135.887,4.0,https://api.spotify.com/v1/tracks/5mJcnekfy4DEpAZ6uAHM7Y,audio_features,spotify:track:5mJcnekfy4DEpAZ6uAHM7Y,0.798,Pop
