Track,Artist,Genre,Release Date,All Time Rank,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,AirPlay Spins,Shazam Counts,Explicit Track,Isrc,Spotify_id,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_signature,Valence
Seven Explicit Ver,Jung Kook,Latin,7/14/2023,156,1673557134,80,397523735,761760624,23714,2310409,1,USA2P2330093,2HRgqmZQC0MC7GeNuDIXHN,0.312,0.79,183551.0,0.831,0.0,11.0,0.0797,-4.185,1.0,0.044,124.987,4.0,0.872
Last Night,Morgan Wallen,Indie/Alternative,1/31/2023,157,922010059,79,141852059,811685466,18364,2665347,1,USUG12300802,583dMdiUquLMenarTp7PQm,0.413,0.492,163855.0,0.673,0.0,6.0,0.137,-5.431,1.0,0.0347,203.812,4.0,0.489
Bad Habits,Ed Sheeran,Electronic/Dance,1/1/2020,159,1754311538,74,958790883,2658904267,1347725,15886717,0,GBAHS2100318,3rmo8F54jFF8OgYsqTxm5d,0.0451,0.807,230747.0,0.893,2.79e-05,11.0,0.366,-3.745,0.0,0.0347,126.011,4.0,0.537
Qlona,KAROL G,Hip-Hop/Rap,8/10/2023,160,850810162,82,258553384,717259721,39951,1537093,1,USUG12305257,5RqSsdzTNPX1uzkmlHCFvK,0.52,0.841,172798.0,0.738,0.0,7.0,0.0892,-7.455,0.0,0.307,169.918,4.0,0.484
Leave The Door Open,Bruno Mars,Pop,3/5/2021,161,1312168384,75,993324548,3350704343,557867,10288388,0,USAT22100906,02VBYrHfVwfEWXk5DXyf0T,0.182,0.586,242096.0,0.616,0.0,5.0,0.0927,-7.964,1.0,0.0324,148.088,4.0,0.719
Bad Guy,Billie Eilish,Hip-Hop/Rap,3/29/2019,164,2516804300,76,1779243626,1409756969,353076,18994040,0,USUM71900764,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088.0,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562
Seo,Shawn Mendes,Latin,5/25/2018,165,2738293818,74,2372399124,1859977153,531893,15254141,0,USUM71911283,6v3KW9xbzN5yKLt9YKDYA2,0.0379,0.759,190800.0,0.548,0.0,9.0,0.0828,-6.049,0.0,0.0289,116.963,4.0,0.75
Despech,ROSALÃÂ¯ÃÂ¿ÃÂ½,Latin,7/28/2022,166,1003487432,73,621874255,6208638113,175614,3205234,1,USSM12207207,53tfEupEzQRtVFOeZvk7xq,0.146,0.914,156788.0,0.622,1.68e-05,7.0,0.0632,-6.538,1.0,0.0892,130.04,4.0,0.77
Rockstar,DaBaby,Indie/Alternative,4/17/2020,167,1638836101,70,1170441361,3869815694,298661,7646337,1,USUM72007941,7ytR5pFWmSjzHJIeQkgog4,0.247,0.746,181733.0,0.69,0.0,11.0,0.101,-7.956,1.0,0.164,89.977,4.0,0.497
Eyes Closed,Ed Sheeran,R&B/Soul,3/23/2023,168,372423476,71,131308671,830123390,644972,2886987,0,GBAHS2201304,3p7XQpdt8Dr6oMXSvRZ9bg,0.302,0.777,194849.0,0.526,0.0,2.0,0.105,-6.221,1.0,0.0645,107.071,4.0,0.389
I Remember Everything,Zach Bryan,Indie/Alternative,8/24/2023,169,630373315,84,50938569,586454750,83414,1673932,0,USWB12304903,4KULAymBBJcPRpk1yO4dOG,0.554,0.429,227196.0,0.453,2e-06,0.0,0.102,-7.746,1.0,0.0459,77.639,4.0,0.155
Circles,Post Malone,Pop,8/30/2019,170,2481391466,80,1116323669,273522601,1015731,13634519,0,USUM71915699,21jGcNKet2qwijlDFuPiPb,0.189,0.695,215280.0,0.763,0.00242,0.0,0.0863,-3.497,1.0,0.0396,120.042,4.0,0.551
El Amor De Su Vida,Grupo Frontera,Pop,8/3/2023,171,474590289,78,577930708,509287649,15783,1173817,0,DGA062382895,34vXRJ2bCSFiZKQzVUYVOb,0.0594,0.617,165848.0,0.833,0.0,9.0,0.338,-3.069,1.0,0.0654,150.652,4.0,0.741
About Damn Time,Lizzo,Latin,4/14/2022,172,847025688,66,106024874,15665483220,1024138,5445721,1,USAT22202139,6L1RngjYqnx9BovQoL7uTY,0.1,0.84,191000.0,0.74,0.0,10.0,0.34,-6.31,0.0,0.07,108.97,4.0,0.72
Closer,The Chainsmokers,Indie/Alternative,7/29/2016,173,2880536961,80,4086121880,514053404,316965,16185008,0,USQX91601347,7BKLCZ1jbUBVqRi2FVlTVw,0.414,0.748,244960.0,0.524,0.0,8.0,0.111,-5.599,1.0,0.0338,95.01,4.0,0.661
Flower,JISOO,R&B/Soul,3/31/2023,174,440364356,70,525156884,6724997940,11830,1058579,0,KRA402300002,69CrOS7vEHIrhC2ILyEi0s,0.0316,0.843,173134.0,0.389,6.2e-06,9.0,0.0982,-7.669,0.0,0.036,123.956,4.0,0.639
Perro Negro,Bad Bunny,Hip-Hop/Rap,10/13/2023,175,689181455,83,183381482,487440417,32507,930098,1,QMFME2364199,7iQXYTyuG13aoeHxGG28Nh,0.0887,0.911,162768.0,0.778,2.16e-05,5.0,0.179,-2.248,1.0,0.262,96.057,4.0,0.345
Havana,Camila Cabello,R&B/Soul,8/3/2017,177,2072182782,75,3952909529,546650805,175317,16095913,0,USSM11706905,1rfofaqEpACxVEHIZBJe6W,0.184,0.765,217307.0,0.523,3.56e-05,2.0,0.132,-4.333,1.0,0.03,104.988,4.0,0.394
Luna,Feid,Pop,12/1/2023,178,606124553,86,166363445,29601244,51631,1704574,0,USUM72318216,7bywjHOc0wSjGGbj04XbVi,0.131,0.774,196800.0,0.86,0.0,7.0,0.116,-2.888,0.0,0.13,100.019,4.0,0.446
I Like You A Happier Song With Doja Cat,Post Malone,Pop,6/3/2022,179,827950825,73,299001099,1359837461,761996,3384275,1,USUM72208023,0O6u0VJ46W86TxN9wgyqDj,0.121,0.733,192841.0,0.67,0.0,5.0,0.121,-6.009,1.0,0.0751,100.964,4.0,0.472
Bones,Imagine Dragons,Latin,3/11/2022,180,1227475431,78,584854654,2255843288,305868,7031981,0,USUM72201759,54ipXppHLA8U4yqpOFTUhr,0.0201,0.772,165265.0,0.75,0.0,5.0,0.074,-3.67,0.0,0.0455,114.061,4.0,0.587
Golden Hour,JVKE,Pop,7/15/2022,183,1126986320,73,293553015,2305840359,148360,3897680,0,GBKPL2204171,5odlY52u43F5BjByhxg7wg,0.653,0.515,209260.0,0.593,0.162,4.0,0.25,-4.801,1.0,0.0322,94.467,3.0,0.153
Levitating,Dua Lipa,Electronic/Dance,3/27/2020,184,2074721986,77,1665434424,2649555956,476547,7948325,0,GBAHT2000942,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064.0,0.825,0.0,6.0,0.0674,-3.787,0.0,0.0601,102.977,4.0,0.915
Get It Sexyy,Sexyy Red,Hip-Hop/Rap,3/15/2024,185,89362910,84,37676729,476545000,52534,514293,1,QZSYP2454435,6UmKnXmG7VmYqFnmSPOfRj,0.0957,0.811,148552.0,0.64,0.0,5.0,0.127,-5.63,0.0,0.274,145.031,4.0,0.527
This Wish From Wish,Ariana DeBose,Indie/Alternative,10/18/2023,186,26674909,19,7863539,709276580,214,87704,0,USWD12328242,5yvHjO06WHe7ETlgirLjbw,0.435,0.48,205480.0,0.425,0.0,5.0,0.0972,-8.739,1.0,0.0635,120.1,4.0,0.337
Ojitos Lindos,Bad Bunny,Pop,5/6/2022,188,1421763497,78,945857087,225142753,72953,3087489,0,QM6MZ2214888,3k3NWokhRRkEPhCzPmV8TW,0.08,0.647,258299.0,0.686,1.34e-06,3.0,0.528,-5.745,0.0,0.0413,79.928,4.0,0.268
Life Is Good,Future,Hip-Hop/Rap,1/10/2020,189,1237874594,67,2430804498,964755757,7602,5329382,1,USSM11914962,1K5KBOgreBi5fkEHvg5ap3,0.067,0.795,237918.0,0.574,0.0,2.0,0.15,-6.903,0.0,0.487,142.053,4.0,0.537
Escapism,RAYE,Rock,10/12/2022,190,804925777,75,175393116,3209982240,400246,6548714,1,QMDA62217995,5mHdCZtVyb4DcJw8799hZp,0.138,0.538,272373.0,0.742,4.67e-05,2.0,0.0934,-5.355,1.0,0.114,96.107,4.0,0.25
Jimmy Cooks,Drake,Pop,6/17/2022,192,971473231,78,198796965,926300276,1041,3142892,1,USUG12204897,3F5CgOj3wFlRv51JsHbxhe,0.000307,0.529,218365.0,0.673,2.41e-06,0.0,0.093,-4.711,1.0,0.175,165.921,4.0,0.366
What You Know Bout Love,Pop Smoke,Hip-Hop/Rap,7/3/2020,193,1125681368,72,306628096,2775640343,372838,3908069,1,USUM72013339,4xVmPboqdKG78mkqZ0sn1m,0.65,0.709,160000.0,0.548,1.59e-06,10.0,0.133,-8.493,1.0,0.353,83.995,4.0,0.543
Memories,Maroon 5,Acoustic/Folk,9/20/2019,194,2011072164,77,1290292327,1458416059,765565,14241952,0,USUM71913350,4cktbXiXOapiLBMprHFErI,0.841,0.775,189486.0,0.327,0.0,11.0,0.0821,-7.241,1.0,0.0557,91.05,4.0,0.595
Classy 101,Feid,Latin,3/31/2023,195,872148396,78,477047694,1113541743,46835,1625704,1,USUM72304895,1hZsWUnLbqRw09jLAMQSsb,0.126,0.858,195587.0,0.665,0.0,11.0,0.119,-4.772,1.0,0.152,100.09,4.0,0.659
Vois Sur Ton Chemin Techno Mix,BENNETT,Pop,8/4/2023,198,361517395,80,37192341,35999853,56118,4372188,0,DEA622301801,31nfdEooLEq7dn3UMcIeB5,0.0908,0.634,178156.0,0.824,0.0711,2.0,0.119,-3.394,0.0,0.047,137.959,4.0,0.371
Without Me,Halsey,R&B/Soul,10/4/2018,200,2042792456,75,2018089906,2216715741,320792,14816076,1,USUM71813499,6FZDfxM3a3UCqtzo5pxSLZ,0.293,0.752,201661.0,0.488,9.2e-06,6.0,0.0936,-7.05,1.0,0.0705,136.07,4.0,0.533
Shallow,Lady Gaga,Indie/Alternative,9/27/2018,204,2447973078,78,2732311956,168789459,228874,153863,0,USUM71813192,2VxeLyX666F8uXCJ0dZF8B,0.371,0.577,215733.0,0.385,0.0,7.0,0.231,-6.362,1.0,0.03,95.82,4.0,0.331
Thunder,Imagine Dragons,Pop,4/27/2017,203,2384768901,79,2707166590,906537912,273249,13844050,0,USUM71704167,1zB4vmk8tFRmM9UULNzbLB,0.00672,0.604,187147.0,0.822,0.134,0.0,0.147,-4.833,1.0,0.0438,167.997,4.0,0.288
Rush,Ayra Starr,R&B/Soul,9/16/2022,205,371886608,67,361174452,1454848289,85871,8870769,0,NGA3B2216004,1xs8bOvm3IzEYmcLJVOc34,0.0369,0.792,185093.0,0.503,0.00057,1.0,0.0959,-8.044,1.0,0.0626,99.97,4.0,0.381
Abcdefu,GAYLE,R&B/Soul,8/13/2021,206,1128273165,70,499895662,12414681151,470778,7565502,1,USAT22103652,4fouWK6XVHhzl78KzQ1UjL,0.299,0.695,168602.0,0.54,0.0,4.0,0.367,-5.692,1.0,0.0493,121.932,4.0,0.415
Buga,Kizz Daniel,Latin,5/3/2022,208,86516910,57,266679537,1872751535,13698,3876226,0,USUYG1425645,36tVdsRWDbPBekxVYEWhph,0.296,0.92,183103.0,0.716,0.00222,8.0,0.104,-7.104,1.0,0.105,115.991,4.0,0.961
Bad Habit,Steve Lacy,Acoustic/Folk,6/29/2022,207,1087938471,73,147472695,2783442788,2962,4118983,1,USRC12201440,4k6Uh1HXdhtusDW5y8Gbvy,0.613,0.686,232067.0,0.494,5.8e-05,1.0,0.402,-7.093,1.0,0.0355,168.946,4.0,0.7
Money,LISA,Pop,9/10/2021,210,1189335848,73,1323718887,12516703531,29685,3720737,1,KRA402100099,7hU3IHwjX150XLoTVmjD0q,0.161,0.831,168228.0,0.554,6.12e-05,1.0,0.152,-9.998,0.0,0.218,140.026,4.0,0.396
Columbia,Quevedo,Pop,7/7/2023,209,721002940,79,266411536,752868970,51158,1148958,0,BK4DA2310533,0uqt3MShCD4uYCIRNm6d4o,0.37,0.668,186000.0,0.716,2.69e-05,2.0,0.106,-5.929,0.0,0.0378,100.034,4.0,0.248
Lady Gaga,Peso Pluma,Pop,6/22/2023,212,684204777,78,362779953,1207597707,4811,1567605,1,QM7282306246,7mXuWTczZNxG5EDcjFEuJR,0.216,0.646,212878.0,0.736,0.0,5.0,0.415,-7.118,0.0,0.0449,140.098,3.0,0.873
Woman,Doja Cat,Latin,6/25/2021,211,1606950381,78,641326002,5944657895,414829,5907933,1,USRC12101532,6Uj1ctrBOjOas8xZXGqKk4,0.0888,0.824,172627.0,0.764,0.00294,5.0,0.117,-4.175,0.0,0.0854,107.998,4.0,0.881
Cuff It,BeyoncÃÂ¯ÃÂ¿,Latin,7/29/2022,213,795960535,73,176996169,11215597325,481547,3861203,1,USSM12206232,1xzi1Jcr7mEi9K2RfzLOqS,0.0368,0.78,225389.0,0.689,9.69e-06,7.0,0.0698,-5.668,1.0,0.141,115.042,4.0,0.642
How You Like That,BLACKPINK,Pop,6/25/2020,215,1033109188,68,1584676582,7988463856,36043,3461123,0,KRA402000111,4SFknyjLcyTLJFPKD2m96o,0.0465,0.812,182956.0,0.761,0.000135,11.0,0.0601,-5.222,1.0,0.0812,130.032,4.0,0.344
Nasty,Tinashe,R&B/Soul,4/12/2024,217,31612906,76,6277949,1051026401,1638,336779,0,USLD91757578,6NjWCIYu1W8xa3HIvcIhd4,0.165,0.931,176027.0,0.411,5.26e-06,8.0,0.134,-8.433,1.0,0.0711,100.002,4.0,0.515
Superhero Heroes Villains,Metro Boomin,Pop,12/2/2022,218,706356280,77,172653099,108461504,72856,2363066,1,USUG12208783,0vjeOZ3Ft5jvAi9SBFJm1j,0.138,0.709,182667.0,0.583,2.97e-06,5.0,0.195,-5.298,0.0,0.204,116.624,4.0,0.533
Panda,Desiigner,Pop,2/26/2016,219,1181348550,62,2277330940,283835852,22143,10372624,1,USUM71601094,5YEOzOojehCqxGQCcQiyR4,0.0278,0.576,246761.0,0.766,1.71e-06,10.0,0.366,-4.943,0.0,0.449,144.836,4.0,0.236
Tattoo,Loreen,Rock,2/25/2023,221,518846340,77,348331280,718955243,216701,7777679,0,SEUM72201638,1DmW5Ep6ywYwxc2HMT5BG6,0.243,0.545,183375.0,0.779,1.66e-06,3.0,0.123,-6.235,0.0,0.0751,150.002,4.0,0.303
Kiss Me More,Doja Cat,Latin,4/9/2021,222,1823871908,76,307855103,8035914098,551084,9556378,1,USRC12100543,3DarAbFujv6eYNliUTyqtz,0.259,0.764,208667.0,0.705,8.92e-05,8.0,0.12,-3.463,1.0,0.0284,110.97,4.0,0.781
What It Is Block Boy With Kodak Black,Doechii,Pop,3/17/2023,223,102772879,61,65934972,847338969,364224,4072292,1,USUG12301757,1O8zCu3dLLPxkbGfIsbRgE,0.0975,0.725,223344.0,0.744,0.0,1.0,0.124,-5.827,0.0,0.153,171.834,4.0,0.701
Illusion,Dua Lipa,Pop,4/11/2024,225,108501771,12,3947610,38200,90842,437667,1,GBAHT2400114,5q0EXnBYyeCdXD72FzJxH0,0.0277,0.679,188143.0,0.772,2.59e-06,8.0,0.106,-4.721,0.0,0.0472,126.964,4.0,0.709
Drivers License,Olivia Rodrigo,Acoustic/Folk,1/8/2021,226,2184754018,79,984811734,3781894216,4173,11006064,1,USUG12004749,5wANPM4fQCJwkGd4rN57mH,0.768,0.561,242013.0,0.431,1.42e-05,10.0,0.106,-8.81,1.0,0.0578,143.875,4.0,0.137
Used To Be Young,Miley Cyrus,Indie/Alternative,8/18/2023,227,205468104,69,61624959,503074793,419595,1999859,0,USSM12306461,41WQUSINanQHfhfKpFDsms,0.582,0.626,191186.0,0.63,0.0,4.0,0.13,-3.834,1.0,0.0377,147.029,4.0,0.421
Cupid Twin Ver,FIFTY FIFTY,Latin,2/24/2023,229,861388470,48,15219067,4388576830,152024,5114752,0,KSA012239181,53DDMPqgMWNrEeE3NjThKE,0.321,0.792,173462.0,0.664,0.0,2.0,0.283,-5.598,1.0,0.0333,120.041,4.0,0.668
Players,Coi Leray,Latin,11/30/2022,230,465588517,67,109781672,4784803362,453212,5620077,1,USUM72222387,6UN73IYd0hZxLi8wFPMQij,0.0269,0.948,139560.0,0.512,8.57e-06,6.0,0.0504,-5.74,0.0,0.146,105.004,4.0,0.599
Rockstar,Post Malone,Pop,9/15/2017,231,2960046642,77,2391850868,456931528,149051,19166675,1,USUM71710087,0e7ipj03S05BNilyu5bRzt,0.124,0.585,218147.0,0.52,7.75e-05,5.0,0.131,-6.136,0.0,0.0713,159.798,4.0,0.129
Con Calma,Daddy Yankee,Electronic/Dance,1/24/2019,236,1353028938,73,3207187334,319615777,93382,13340067,0,US2BU1900125,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227.0,0.86,1.94e-06,8.0,0.0574,-2.652,0.0,0.0593,93.989,4.0,0.656
Here With Me,d4vd,Indie/Alternative,7/20/2022,234,1042311849,80,256736243,3656967030,18211,3315939,0,QZMEM2209263,0NLm9bQG7ikL5k9x9TtYT7,0.528,0.575,242485.0,0.449,6.5e-05,4.0,0.124,-9.321,1.0,0.026,132.034,4.0,0.263
Favorite Song,Toosii,R&B/Soul,2/17/2023,235,186579651,62,231699320,117325107,200850,2561322,0,USUM72301797,5Bvhk3wx42kkDEggSQIwqL,0.274,0.814,204000.0,0.38,0.0,2.0,0.098,-9.34,1.0,0.0494,116.029,4.0,0.434
Si No Quieres No,Luis R Conriquez,Latin,3/9/2024,233,158131138,85,135893150,147200,8,833928,0,US3DF2417042,1C84d9abZVKWHT2YYpoean,0.445,0.786,147011.0,0.786,2.12e-06,4.0,0.0947,-6.372,0.0,0.0512,100.123,1.0,0.611
Montero Call Me By Your Name,Lil Nas X,Indie/Alternative,3/26/2021,238,1902241314,70,274582854,7655286423,262285,10553717,1,USSM12100531,1SC5rEoYDGUK4NfG82494W,0.293,0.593,137704.0,0.503,0.0,8.0,0.405,-6.725,0.0,0.22,178.781,4.0,0.71
Si No Est,iÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½igo quin,Acoustic/Folk,9/22/2022,241,665716137,80,358206246,2653383273,77764,5502998,0,TCAGM2208561,2HafqoJbgXdtjwCOvNEF14,0.827,0.537,184061.0,0.421,0.0,5.0,0.138,-8.72,1.0,0.0285,98.224,4.0,0.524
Glimpse Of Us,Joji,Acoustic/Folk,6/10/2022,242,1262308912,74,66246839,8988453878,116337,4350230,0,USWB12201789,2mlNgAeIBnL78ZriXgrRHz,0.899,0.441,233453.0,0.287,3.69e-06,8.0,0.155,-9.963,1.0,0.0448,169.672,3.0,0.272
Watermelon Sugar,Harry Styles,Rock,11/17/2019,243,2708151499,82,872052223,2738127473,647363,9612968,0,USSM11912587,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,174000.0,0.816,0.0,0.0,0.335,-4.209,1.0,0.0465,95.39,4.0,0.557
Where She Goes,Bad Bunny,Pop,5/18/2023,246,717849037,72,217687654,808518802,57673,2076698,1,QM6P42334528,7ro0hRteUMfnOioTFI5TG1,0.143,0.652,231704.0,0.8,0.629,9.0,0.112,-4.019,0.0,0.0614,143.978,4.0,0.234
Yandel 150,Yandel,Latin,12/20/2022,247,837576264,70,472335529,631781362,65694,2660197,1,QMFMF2215173,2oiixB9QMIzhWaHGVlQx4g,0.0492,0.783,216148.0,0.729,0.000272,6.0,0.1,-3.549,0.0,0.0691,167.968,4.0,0.58
Thats What I Want,Lil Nas X,Pop,9/17/2021,248,1062095453,72,194928107,3501946982,830038,5957065,1,USSM12105732,0e8nrvls4Qqv5Rfa2UhqmO,0.00614,0.737,143901.0,0.846,0.0,1.0,0.0486,-4.51,0.0,0.22,87.981,4.0,0.546
Todo De Ti,Rauw Alejandro,Pop,5/20/2021,249,1339352060,75,873449363,4445597088,102968,5640680,1,USSD12100202,3rdAz1fbUfZxYgaCviYhRo,0.302,0.78,199604.0,0.719,0.000196,3.0,0.0931,-3.613,0.0,0.0506,127.962,4.0,0.336
Chemical,Post Malone,Rock,4/14/2023,250,503574147,75,90349145,134469226,369794,2334089,1,USUM72305205,5w40ZYhbBMAlHYNDaVJIUu,0.00154,0.49,184013.0,0.88,0.0,2.0,0.103,-4.856,1.0,0.0435,169.949,4.0,0.392
Drip Too Hard Lil Baby Gunna,Lil Baby,Hip-Hop/Rap,9/12/2018,252,1486929795,76,637733433,523849646,52910,4911610,1,USUG11801811,78QR3Wp35dqAhFEc2qAGjE,0.0852,0.897,145543.0,0.662,0.0,1.0,0.534,-6.903,0.0,0.292,112.509,4.0,0.39
Uptown Funk,Mark Ronson,Latin,11/20/2011,254,1993030264,77,5644117304,1268235679,160982,23508115,1,GBARL1401524,32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.856,269667.0,0.609,8.15e-05,0.0,0.0344,-7.223,1.0,0.0824,114.988,4.0,0.928
Love Nwantiti Ah Ah Ah,CKay,Pop,8/30/2019,256,853451422,71,1132006963,23933379729,189840,3489217,1,QMEU31910213,2Xr1dTzJee307rmrkt8c0g,0.365,0.727,145800.0,0.739,0.00137,8.0,0.161,-3.805,1.0,0.0411,93.005,4.0,0.533
Mi Gente,J Balvin,Rock,6/30/2017,257,1478442472,69,3859031931,1018060369,45875,19858741,0,FR22F1701790,03aENfSuuy3VS0sbgH7u1D,0.0178,0.548,189029.0,0.701,1.34e-05,11.0,0.134,-4.862,0.0,0.0914,104.237,4.0,0.309
Late Night Talking,Harry Styles,Pop,5/20/2022,258,959639297,76,151113156,580526441,837037,4053289,0,USSM12200610,1qEmFfgcLObUfQm0j1W2CK,0.298,0.714,177955.0,0.728,0.0,10.0,0.106,-4.595,1.0,0.0468,114.996,4.0,0.901
Miss You,Oliver Tree,Pop,8/5/2022,261,631378937,51,32628348,5776425361,152103,7602822,1,USAT22211992,1ulh1VlvQW8hM3C3aCM41e,0.0128,0.587,206000.0,0.742,0.00107,6.0,0.146,-6.64,0.0,0.0529,145.007,4.0,0.199
Girls Like Me Dont Cry,thÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯,Indie/Alternative,10/6/2022,260,69931412,61,63786141,6778569349,4180,195627,0,QZLBC2200766,2DtUUBwYwEzKMTMDrc5EiO,0.403,0.857,213641.0,0.557,0.0,0.0,0.0932,-5.713,0.0,0.0394,109.987,4.0,0.462
Dakiti,Bad Bunny,Indie/Alternative,1/1/2020,262,1977947460,72,1861597184,21573356,202804,6091496,1,QMFME2004132,47EiUVwUp4C9fGccaPuUCS,0.401,0.731,205090.0,0.573,5.22e-05,4.0,0.113,-10.059,0.0,0.0544,109.928,4.0,0.145
Starboy,The Weeknd,Hip-Hop/Rap,9/22/2016,265,3291262413,84,2829990867,375498232,68441,15648166,1,USUG11600976,7MXVkk9YMctZqd1Srtv4MB,0.141,0.679,230453.0,0.587,6.35e-06,7.0,0.137,-7.015,1.0,0.276,186.003,4.0,0.486
Sorry,Justin Bieber,Pop,10/23/2015,264,2089476497,78,4467507940,376376728,237066,9657077,0,USUM71516760,09CtPGIpYB4BrO8qb1RGsF,0.0797,0.655,200787.0,0.76,0.0,0.0,0.299,-3.669,0.0,0.045,99.947,4.0,0.409
Calling My Phone,Lil Tjay,Indie/Alternative,2/12/2021,263,777064903,71,482028631,1411545704,147120,4012749,1,USSM12100388,3J8EOeKLTLXORtWPpOU5bE,0.451,0.907,205458.0,0.393,1.35e-06,4.0,0.135,-7.636,0.0,0.0539,104.949,4.0,0.202
Pink Venom,BLACKPINK,Pop,8/19/2022,266,736469450,68,868589823,5828265172,47080,1547563,0,KRA402200017,5zwwW9Oq7ubSxoCGyW1nbY,0.0126,0.684,186964.0,0.751,0.0,4.0,0.189,-6.22,1.0,0.172,180.054,4.0,0.747
I Can Do It With A Broken Heart,Taylor Swift,Pop,4/18/2024,267,250430303,84,16747466,411722900,6243,188022,1,USUG12401040,4q5YezDOIPcoLr8R81x9qy,0.123,0.701,218005.0,0.751,0.0,0.0,0.15,-8.39,1.0,0.0502,129.994,4.0,0.22
Death Bed Coffee For Your Head,Powfu,Acoustic/Folk,2/9/2019,268,1656385770,74,1135382823,5007036875,200884,10905647,0,USSM12000925,7eJMfftS33KTjuF7lTsMCx,0.731,0.726,173333.0,0.431,0.0,8.0,0.696,-8.765,0.0,0.135,144.026,4.0,0.348
Too Many Nights,Metro Boomin,Pop,12/2/2022,269,682837690,80,191823612,185584934,2067,3246804,1,USUG12208784,2Hh3ETdQKrmSI3QS0hme7g,0.189,0.573,199920.0,0.668,4.01e-05,7.0,0.109,-4.356,0.0,0.0467,87.973,4.0,0.145
Meltdown,Travis Scott,Pop,7/27/2023,270,347647880,74,30685665,53065653,53527,861189,1,USSM12305021,67nepsnrcZkowTxMWigSbb,0.012,0.557,246134.0,0.774,0.0,7.0,0.396,-5.275,0.0,0.351,111.975,4.0,0.397
Moscow Mule,Bad Bunny,Pop,5/6/2022,272,1108031580,77,765780154,940630746,74052,1644044,1,QM6MZ2214875,6Xom58OOXk2SoU711L2IXO,0.294,0.804,245940.0,0.674,1.18e-06,5.0,0.115,-5.453,0.0,0.0333,99.968,4.0,0.292
Something Just Like This,The Chainsmokers,R&B/Soul,2/22/2017,273,2596644721,82,2822804239,631258708,409911,16040973,0,USQX91700278,6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,247160.0,0.635,1.44e-05,11.0,0.164,-6.769,0.0,0.0317,103.019,4.0,0.446
7 Rings,Ariana Grande,Hip-Hop/Rap,1/18/2019,274,2262490403,77,1903198886,2620954252,176589,7983512,1,USUM71900110,6ocbgoVGwYJhOv1GgI9NsF,0.591,0.777,178627.0,0.317,0.0,1.0,0.0881,-10.732,0.0,0.308,139.848,4.0,0.33
Moonlight,Kali Uchis,Pop,2/24/2023,275,701558859,74,209195939,1114531877,15726,3204314,0,USUM72219486,0JmnkIqdlnUzPaf8sqBRs3,0.518,0.642,187723.0,0.706,0.0,7.0,0.243,-6.832,0.0,0.0507,136.854,4.0,0.86
Savage Love Laxed Siren Beat,Jawsh 685,R&B/Soul,6/11/2020,276,1118038333,67,481447573,4530095073,394564,11067994,1,USSM12003798,1xQ6trAsedVPCdbtDAmk0c,0.234,0.767,171375.0,0.481,0.0,0.0,0.269,-8.52,0.0,0.0803,150.076,4.0,0.761
Gods Plan,Drake,R&B/Soul,1/20/2018,278,2529948475,77,2040639375,634177218,14465,9512236,1,USCM51800004,6DCZcSspjsKoFjzjrWoCdn,0.0332,0.754,198973.0,0.449,8.29e-05,7.0,0.552,-9.211,1.0,0.109,77.169,4.0,0.357
La Vc,Xavi,Latin,8/19/2023,280,521116293,81,427625497,107781205,3852,988007,1,USA2P2339944,5XVdHRf4CAJ2Jm0uMIy5qY,0.152,0.778,156346.0,0.835,0.0,11.0,0.109,-3.598,0.0,0.0767,140.082,4.0,0.666
My Eyes,Travis Scott,Pop,7/28/2023,281,403132906,78,42319491,139973656,417,1911147,1,USSM12305007,4kjI1gwQZRKNDkw1nI475M,0.651,0.455,251250.0,0.621,2.59e-06,0.0,0.123,-7.694,0.0,0.0517,119.043,4.0,0.28
Despacito Remix,Luis Fonsi,Pop,4/17/2017,284,1713294983,65,2920155266,607999568,598,7805645,0,USUM71703825,6rPO02ozF3bM7NnOV4h6s2,0.228,0.653,228827.0,0.816,0.0,2.0,0.0967,-4.353,1.0,0.167,178.085,4.0,0.816
Ghost,Justin Bieber,Pop,3/19/2021,283,1586830204,80,476319277,1180485094,844492,4413143,0,USUM72102635,6I3mqTwhRpn34SLVafSH7G,0.185,0.601,153190.0,0.741,2.91e-05,2.0,0.415,-5.569,1.0,0.0478,153.96,4.0,0.441
Dior,Pop Smoke,Rock,7/26/2019,285,1070422470,72,909072115,1077344517,82158,4711998,1,USUM71914275,3702l19pLmnSRKFEzDnVeM,0.214,0.544,216387.0,0.799,0.000311,7.0,0.398,-5.953,1.0,0.364,142.038,4.0,0.671
